search_term,country,currency,category,source_category,retailer,brand,product_name,barcode,barcode_length,price_local,price_usd,presentation,weight_kg,price_per_100g_local,price_per_kg_usd,segment,type,product_url,retailer_url,unit_count,product_name_clean,standard_category,price_local_numeric,scrape_date,product_detail_text,price_text,price_gyd,image_url,source_url,weight_source_text,price_per_kg_gyd,page,brand_original,brand_group,sku_text_key,weight_bucket,unit_bucket,match_key,barcode_raw,barcode_12,barcode_harmonized,product_name_harmonized,commercial_family_key,sku_family_key,family_key,commercial_category,commercial_overlap,sku_overlap,regional_overlap,competitive_index,price_positioning
galletas,Dominican Republic,DOP,Galletas,Galletas,Nacional,Mamut,Galletas De Chocolate Y Malvavisco Mamut,7501000636921,13,29.95,0.47,30 GR,0.03,99.83,15.82,Mass,Galleta,https://supermercadosrd.com/productos/galletas-de-chocolate-y-malvavisco-mamut/18633,https://supermercadosnacional.com/galletas-de-chocolate-y-malvavisco-mamut-30-gr-2114935?utm_source=supermercadosrd,,Galletas De Chocolate Y Malvavisco,Cookies,29.95,,,,,,,,,,Mamut,Mamut,mamut_galletas de chocolate y malvavisco mamut,0.03,single,mamut_galletas de chocolate y malvavisco mamut_0.03,7501000636921,750100063692,750100063692,chocolate_malvavisco,chocolate_malvavisco,mamut_chocolate_malvavisco,chocolate_malvavisco,SWEET_COOKIES,1,1,1,1.6650419982291966,Premium
galletas,Dominican Republic,DOP,Galletas,Galletas,Plaza Lama,Mamut,Galletas De Chocolate Y Malvavisco Mamut,7501000636921,13,30.0,0.48,30 GR,0.03,100.0,15.85,Mass,Galleta,https://supermercadosrd.com/productos/galletas-de-chocolate-y-malvavisco-mamut/18633,https://plazalama.com.do/p/galleta-con-centro-malvavisco-mamut-30-g-7501000636921?utm_source=supermercadosrd,,Galletas De Chocolate Y Malvavisco,Cookies,30.0,,,,,,,,,,Mamut,Mamut,mamut_galletas de chocolate y malvavisco mamut,0.03,single,mamut_galletas de chocolate y malvavisco mamut_0.03,7501000636921,750100063692,750100063692,chocolate_malvavisco,chocolate_malvavisco,mamut_chocolate_malvavisco,chocolate_malvavisco,SWEET_COOKIES,1,1,1,1.6681994735734997,Premium
galletas,Dominican Republic,DOP,Galletas,Galletas,Sirena,Mamut,Galletas De Chocolate Y Malvavisco Mamut,7501000636921,13,30.0,0.48,30 GR,0.03,100.0,15.85,Mass,Galleta,https://supermercadosrd.com/productos/galletas-de-chocolate-y-malvavisco-mamut/18633,https://sirena.do/products/index/-galleta-mamut-30-gr-?utm_source=supermercadosrd,,Galletas De Chocolate Y Malvavisco,Cookies,30.0,,,,,,,,,,Mamut,Mamut,mamut_galletas de chocolate y malvavisco mamut,0.03,single,mamut_galletas de chocolate y malvavisco mamut_0.03,7501000636921,750100063692,750100063692,chocolate_malvavisco,chocolate_malvavisco,mamut_chocolate_malvavisco,chocolate_malvavisco,SWEET_COOKIES,1,1,1,1.6681994735734997,Premium
galletas,Dominican Republic,DOP,Galletas,Galletas,Bravo,Guarina,Galletas De Leche Guarina,,,12.0,0.19,1.59 OZ,0.045075705,26.62,4.22,Mass,Galleta,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18637,https://bravova.superbravo.com.do/articulos/3416?utm_source=supermercadosrd,,Galletas De Leche,Cookies,12.0,,,,,,,,,,Guarina,Guarina,guarina_galletas de leche guarina,0.05,single,guarina_galletas de leche guarina_0.05,,,,guarina_leche,guarina_leche,guarina_guarina_leche,guarina_leche,SWEET_COOKIES,1,1,1,0.4441515317653103,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Garrido,Guarina,Galletas De Leche Guarina,,,11.0,0.17,1.59 OZ,0.045075705,24.4,3.87,Mass,Galleta,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18637,https://www.garrido.com.do/p/181127?utm_source=supermercadosrd,,Galletas De Leche,Cookies,11.0,,,,,,,,,,Guarina,Guarina,guarina_galletas de leche guarina,0.05,single,guarina_galletas de leche guarina_0.05,,,,guarina_leche,guarina_leche,guarina_guarina_leche,guarina_leche,SWEET_COOKIES,1,1,1,0.40731431941510693,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Garrido,Guarina,Galletas De Leche Guarina,7467581603816,13,50.0,0.79,8 OZ,0.226796,22.05,3.49,Mass,Galleta,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18689,https://www.garrido.com.do/p/181128?utm_source=supermercadosrd,,Galletas De Leche,Cookies,50.0,,,,,,,,,,Guarina,Guarina,guarina_galletas de leche guarina,0.23,single,guarina_galletas de leche guarina_0.23,7467581603816,746758160381,746758160381,guarina_leche,guarina_leche,guarina_guarina_leche,guarina_leche,SWEET_COOKIES,1,1,1,0.3673196317206003,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Jumbo,Guarina,Galletas De Leche Guarina,,,11.95,0.19,1.59 OZ,0.045075705,26.51,4.2,Mass,Galleta,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18637,https://jumbo.com.do/galletas-de-leche-guarina-1-59-onz-2003659?utm_source=supermercadosrd,,Galletas De Leche,Cookies,11.95,,,,,,,,,,Guarina,Guarina,guarina_galletas de leche guarina,0.05,single,guarina_galletas de leche guarina_0.05,,,,guarina_leche,guarina_leche,guarina_guarina_leche,guarina_leche,SWEET_COOKIES,1,1,1,0.4420465482024416,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Jumbo,Guarina,Galletas De Leche Guarina,7467581603816,13,54.95,0.87,8 OZ,0.226796,24.23,3.84,Mass,Galleta,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18689,https://jumbo.com.do/galletas-de-leche-guarina-8-onz-2021974?utm_source=supermercadosrd,,Galletas De Leche,Cookies,54.95,,,,,,,,,,Guarina,Guarina,guarina_galletas de leche guarina,0.23,single,guarina_galletas de leche guarina_0.23,7467581603816,746758160381,746758160381,guarina_leche,guarina_leche,guarina_guarina_leche,guarina_leche,SWEET_COOKIES,1,1,1,0.4041568440708037,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Merca Jumbo,Guarina,Galletas De Leche Guarina,,,11.0,0.17,1.59 OZ,0.045075705,24.4,3.87,Mass,Galleta,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18637,https://mercajumbo.com.do/?utm_source=supermercadosrd,,Galletas De Leche,Cookies,11.0,,,,,,,,,,Guarina,Guarina,guarina_galletas de leche guarina,0.05,single,guarina_galletas de leche guarina_0.05,,,,guarina_leche,guarina_leche,guarina_guarina_leche,guarina_leche,SWEET_COOKIES,1,1,1,0.40731431941510693,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Merca Jumbo,Guarina,Galletas De Leche Guarina,7467581603816,13,54.0,0.86,8 OZ,0.226796,23.81,3.77,Mass,Galleta,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18689,https://mercajumbo.com.do/?utm_source=supermercadosrd,,Galletas De Leche,Cookies,54.0,,,,,,,,,,Guarina,Guarina,guarina_galletas de leche guarina,0.23,single,guarina_galletas de leche guarina_0.23,7467581603816,746758160381,746758160381,guarina_leche,guarina_leche,guarina_guarina_leche,guarina_leche,SWEET_COOKIES,1,1,1,0.39678940160076304,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Nacional,Guarina,Galletas De Leche Guarina,,,11.95,0.19,1.59 OZ,0.045075705,26.51,4.2,Mass,Galleta,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18637,https://supermercadosnacional.com/galletas-de-leche-guarina-1-59-onz-2003659?utm_source=supermercadosrd,,Galletas De Leche,Cookies,11.95,,,,,,,,,,Guarina,Guarina,guarina_galletas de leche guarina,0.05,single,guarina_galletas de leche guarina_0.05,,,,guarina_leche,guarina_leche,guarina_guarina_leche,guarina_leche,SWEET_COOKIES,1,1,1,0.4420465482024416,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Nacional,Guarina,Galletas De Leche Guarina,7467581603816,13,54.95,0.87,8 OZ,0.226796,24.23,3.84,Mass,Galleta,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18689,https://supermercadosnacional.com/galletas-de-leche-guarina-8-onz-2021974?utm_source=supermercadosrd,,Galletas De Leche,Cookies,54.95,,,,,,,,,,Guarina,Guarina,guarina_galletas de leche guarina,0.23,single,guarina_galletas de leche guarina_0.23,7467581603816,746758160381,746758160381,guarina_leche,guarina_leche,guarina_guarina_leche,guarina_leche,SWEET_COOKIES,1,1,1,0.4041568440708037,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Plaza Lama,Guarina,Galletas De Leche Guarina,,,14.0,0.22,1.59 OZ,0.045075705,31.06,4.92,Mass,Galleta,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18637,https://plazalama.com.do/p/galletas-de-leche-guarina-50-g-7467581603809?utm_source=supermercadosrd,,Galletas De Leche,Cookies,14.0,,,,,,,,,,Guarina,Guarina,guarina_galletas de leche guarina,0.05,single,guarina_galletas de leche guarina_0.05,,,,guarina_leche,guarina_leche,guarina_guarina_leche,guarina_leche,SWEET_COOKIES,1,1,1,0.5178259564657173,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Plaza Lama,Guarina,Galletas De Leche Guarina,7467581603816,13,59.0,0.93,8 OZ,0.226796,26.01,4.12,Mass,Galleta,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18689,https://plazalama.com.do/p/galletas-de-leche-guarina-226-g-7467581603816?utm_source=supermercadosrd,,Galletas De Leche,Cookies,59.0,,,,,,,,,,Guarina,Guarina,guarina_galletas de leche guarina,0.23,single,guarina_galletas de leche guarina_0.23,7467581603816,746758160381,746758160381,guarina_leche,guarina_leche,guarina_guarina_leche,guarina_leche,SWEET_COOKIES,1,1,1,0.4336266139509665,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Ritmo,Guarina,Galletas De Leche Guarina,,,9.0,0.14,1.59 OZ,0.045075705,19.97,3.16,Mass,Galleta,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18637,https://tiendasritmo.com/?utm_source=supermercadosrd,,Galletas De Leche,Cookies,9.0,,,,,,,,,,Guarina,Guarina,guarina_galletas de leche guarina,0.05,single,guarina_galletas de leche guarina_0.05,,,,guarina_leche,guarina_leche,guarina_guarina_leche,guarina_leche,SWEET_COOKIES,1,1,1,0.3325874029332656,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Sirena,Guarina,Galletas De Leche Guarina,,,12.0,0.19,1.59 OZ,0.045075705,26.62,4.22,Mass,Galleta,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18637,https://sirena.do/products/index/galletas-guarina-de-leche-159-oz?utm_source=supermercadosrd,,Galletas De Leche,Cookies,12.0,,,,,,,,,,Guarina,Guarina,guarina_galletas de leche guarina,0.05,single,guarina_galletas de leche guarina_0.05,,,,guarina_leche,guarina_leche,guarina_guarina_leche,guarina_leche,SWEET_COOKIES,1,1,1,0.4441515317653103,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Sirena,Guarina,Galletas De Leche Guarina,7467581603816,13,55.0,0.87,8 OZ,0.226796,24.25,3.84,Mass,Galleta,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18689,https://sirena.do/products/index/galletas-guarina-de-leche-74-oz?utm_source=supermercadosrd,,Galletas De Leche,Cookies,55.0,,,,,,,,,,Guarina,Guarina,guarina_galletas de leche guarina,0.23,single,guarina_galletas de leche guarina_0.23,7467581603816,746758160381,746758160381,guarina_leche,guarina_leche,guarina_guarina_leche,guarina_leche,SWEET_COOKIES,1,1,1,0.4041568440708037,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Garrido,Dollys,Galletas De Noni Dollys,7468651730142,13,18.0,0.29,68 GR,0.068,26.47,4.19,Mass,Galleta,https://supermercadosrd.com/productos/galletas-de-noni-dollys/8827,https://www.garrido.com.do/p/331989?utm_source=supermercadosrd,,Galletas De Noni,Cookies,18.0,,,,,,,,,,Dollys,Dollys,dollys_galletas de noni dollys,0.07,single,dollys_galletas de noni dollys_0.07,7468651730142,746865173014,746865173014,noni,noni,dollys_noni,noni,SWEET_COOKIES,1,1,1,0.44099405642100725,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Plaza Lama,Dollys,Galletas De Noni Dollys,7468651730142,13,16.0,0.25,68 GR,0.068,23.53,3.73,Mass,Galleta,https://supermercadosrd.com/productos/galletas-de-noni-dollys/8827,https://plazalama.com.do/p/galletas-de-noni-dollys-68-g-7468651730142?utm_source=supermercadosrd,,Galletas De Noni,Cookies,16.0,,,,,,,,,,Dollys,Dollys,dollys_galletas de noni dollys,0.07,single,dollys_galletas de noni dollys_0.07,7468651730142,746865173014,746865173014,noni,noni,dollys_noni,noni,SWEET_COOKIES,1,1,1,0.3925794344750255,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Jumbo,Ritz,Galletas De Queso Ritz Bits,1515151515152,13,49.95,0.79,1.5 OZ,0.04252425,117.46,18.61,Mass,Galleta,https://supermercadosrd.com/productos/galletas-de-queso-ritz-bits/18645,https://jumbo.com.do/galletas-de-queso-ritz-bits-1-5-onz-2017673?utm_source=supermercadosrd,,Galletas De Queso Bits,Cookies,49.95,,,,,,,,,,Ritz,Mondelez,ritz_galletas de queso ritz bits,0.04,single,ritz_galletas de queso ritz bits_0.04,1515151515152,,,ritz_original,ritz_original,ritz_ritz_original,ritz_original,SAVORY_CRACKERS,3,2,3,1.95868720524939,Premium
galletas,Dominican Republic,DOP,Galletas,Galletas,Merca Jumbo,Ritz,Galletas De Queso Ritz Bits,1515151515152,13,49.0,0.78,1.5 OZ,0.04252425,115.23,18.26,Mass,Galleta,https://supermercadosrd.com/productos/galletas-de-queso-ritz-bits/18645,https://mercajumbo.com.do/?utm_source=supermercadosrd,,Galletas De Queso Bits,Cookies,49.0,,,,,,,,,,Ritz,Mondelez,ritz_galletas de queso ritz bits,0.04,single,ritz_galletas de queso ritz bits_0.04,1515151515152,,,ritz_original,ritz_original,ritz_ritz_original,ritz_original,SAVORY_CRACKERS,3,2,3,1.9218499928991868,Premium
galletas,Dominican Republic,DOP,Galletas,Galletas,Nacional,Ritz,Galletas De Queso Ritz Bits,1515151515152,13,49.95,0.79,1.5 OZ,0.04252425,117.46,18.61,Mass,Galleta,https://supermercadosrd.com/productos/galletas-de-queso-ritz-bits/18645,https://supermercadosnacional.com/galletas-de-queso-ritz-bits-1-5-onz-2017673?utm_source=supermercadosrd,,Galletas De Queso Bits,Cookies,49.95,,,,,,,,,,Ritz,Mondelez,ritz_galletas de queso ritz bits,0.04,single,ritz_galletas de queso ritz bits_0.04,1515151515152,,,ritz_original,ritz_original,ritz_ritz_original,ritz_original,SAVORY_CRACKERS,3,2,3,1.95868720524939,Premium
galletas,Dominican Republic,DOP,Galletas,Galletas,Garrido,Aviva,Galletas De Soda Aviva 20 Und,7467340335071,13,155.0,2.46,600 GR,0.6,25.83,4.09,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-aviva-20-und/18805,https://www.garrido.com.do/p/180983?utm_source=supermercadosrd,20.0,Galletas De Soda,Cookies,155.0,,,,,,,,,,Aviva,Aviva,aviva_galletas de soda aviva 20 und,0.6,multipack,aviva_galletas de soda aviva 20 und_0.6,7467340335071,746734033507,746734033507,soda_cracker,soda_cracker,aviva_soda_cracker,soda_cracker,SAVORY_CRACKERS,2,1,2,0.43046913860666336,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Jumbo,Aviva,Galletas De Soda Aviva 20 Und,7467340335071,13,153.95,2.44,600 GR,0.6,25.66,4.07,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-aviva-20-und/18805,https://jumbo.com.do/galletas-de-soda-aviva-20-und-paq-2108860?utm_source=supermercadosrd,20.0,Galletas De Soda,Cookies,153.95,,,,,,,,,,Aviva,Aviva,aviva_galletas de soda aviva 20 und,0.6,multipack,aviva_galletas de soda aviva 20 und_0.6,7467340335071,746734033507,746734033507,soda_cracker,soda_cracker,aviva_soda_cracker,soda_cracker,SAVORY_CRACKERS,2,1,2,0.4283641550437946,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Nacional,Aviva,Galletas De Soda Aviva 20 Und,7467340335071,13,153.95,2.44,600 GR,0.6,25.66,4.07,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-aviva-20-und/18805,https://supermercadosnacional.com/galletas-de-soda-aviva-20-und-paq-2108860?utm_source=supermercadosrd,20.0,Galletas De Soda,Cookies,153.95,,,,,,,,,,Aviva,Aviva,aviva_galletas de soda aviva 20 und,0.6,multipack,aviva_galletas de soda aviva 20 und_0.6,7467340335071,746734033507,746734033507,soda_cracker,soda_cracker,aviva_soda_cracker,soda_cracker,SAVORY_CRACKERS,2,1,2,0.4283641550437946,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Plaza Lama,Aviva,Galletas De Soda Aviva 20 Und,7467340335071,13,164.0,2.6,600 GR,0.6,27.33,4.33,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-aviva-20-und/18805,https://plazalama.com.do/p/galletas-de-soda-aviva-20-uds-7467340335071?utm_source=supermercadosrd,20.0,Galletas De Soda,Cookies,164.0,,,,,,,,,,Aviva,Aviva,aviva_galletas de soda aviva 20 und,0.6,multipack,aviva_galletas de soda aviva 20 und_0.6,7467340335071,746734033507,746734033507,soda_cracker,soda_cracker,aviva_soda_cracker,soda_cracker,SAVORY_CRACKERS,2,1,2,0.4557289413610886,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Sirena,Aviva,Galletas De Soda Aviva 20 Und,7467340335071,13,154.0,2.44,600 GR,0.6,25.67,4.07,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-aviva-20-und/18805,https://sirena.do/products/index/galletas-de-soda-aviva-20-1?utm_source=supermercadosrd,20.0,Galletas De Soda,Cookies,154.0,,,,,,,,,,Aviva,Aviva,aviva_galletas de soda aviva 20 und,0.6,multipack,aviva_galletas de soda aviva 20 und_0.6,7467340335071,746734033507,746734033507,soda_cracker,soda_cracker,aviva_soda_cracker,soda_cracker,SAVORY_CRACKERS,2,1,2,0.4283641550437946,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Nacional,Aviva,Galletas De Soda Aviva 26 Und,,,244.95,3.88,780 GR,0.78,31.4,4.98,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-aviva-26-und/18702,https://supermercadosnacional.com/galletas-de-soda-aviva-26-und-paq-2175679?utm_source=supermercadosrd,26.0,Galletas De Soda,Cookies,244.95,,,,,,,,,,Aviva,Aviva,aviva_galletas de soda aviva 26 und,0.78,bulkpack,aviva_galletas de soda aviva 26 und_0.78,,,,soda_cracker,soda_cracker,aviva_soda_cracker,soda_cracker,SAVORY_CRACKERS,2,1,2,0.5241409071543236,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Sirena,Aviva,Galletas De Soda Aviva 26 Und,,,260.0,4.12,780 GR,0.78,33.33,5.28,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-aviva-26-und/18702,https://sirena.do/products/index/galleta-de-soda-aviva-cubo-23-uds?utm_source=supermercadosrd,26.0,Galletas De Soda,Cookies,260.0,,,,,,,,,,Aviva,Aviva,aviva_galletas de soda aviva 26 und,0.78,bulkpack,aviva_galletas de soda aviva 26 und_0.78,,,,soda_cracker,soda_cracker,aviva_soda_cracker,soda_cracker,SAVORY_CRACKERS,2,1,2,0.5557156605973551,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Bravo,Hatuey,Galletas De Soda Hatuey 20 Und,7467581603274,13,149.0,2.36,640 GR,0.64,23.28,3.69,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-20-und/18777,https://bravova.superbravo.com.do/articulos/4774?utm_source=supermercadosrd,20.0,Galletas De Soda,Cookies,149.0,,,,,,,,,,Hatuey,Hatuey,hatuey_galletas de soda hatuey 20 und,0.64,multipack,hatuey_galletas de soda hatuey 20 und_0.64,7467581603274,746758160327,746758160327,soda_cracker,soda_cracker,hatuey_soda_cracker,soda_cracker,SAVORY_CRACKERS,2,1,2,0.38836946734928796,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Carrefour,Hatuey,Galletas De Soda Hatuey 20 Und,7467581603274,13,139.95,2.22,640 GR,0.64,21.87,3.47,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-20-und/18777,https://www.carrefour.do/,20.0,Galletas De Soda,Cookies,139.95,,,,,,,,,,Hatuey,Hatuey,hatuey_galletas de soda hatuey 20 und,0.64,multipack,hatuey_galletas de soda hatuey 20 und_0.64,7467581603274,746758160327,746758160327,soda_cracker,soda_cracker,hatuey_soda_cracker,soda_cracker,SAVORY_CRACKERS,2,1,2,0.3652146481577315,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Garrido,Hatuey,Galletas De Soda Hatuey 20 Und,7467581603274,13,165.0,2.61,640 GR,0.64,25.78,4.08,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-20-und/18777,https://www.garrido.com.do/p/181188?utm_source=supermercadosrd,20.0,Galletas De Soda,Cookies,165.0,,,,,,,,,,Hatuey,Hatuey,hatuey_galletas de soda hatuey 20 und,0.64,multipack,hatuey_galletas de soda hatuey 20 und_0.64,7467581603274,746758160327,746758160327,soda_cracker,soda_cracker,hatuey_soda_cracker,soda_cracker,SAVORY_CRACKERS,2,1,2,0.42941664682522895,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Jumbo,Hatuey,Galletas De Soda Hatuey 20 Und,7467581603274,13,152.0,2.41,640 GR,0.64,23.75,3.76,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-20-und/18777,https://jumbo.com.do/galletas-de-soda-hatuey-20-paq-2003664?utm_source=supermercadosrd,20.0,Galletas De Soda,Cookies,152.0,,,,,,,,,,Hatuey,Hatuey,hatuey_galletas de soda hatuey 20 und,0.64,multipack,hatuey_galletas de soda hatuey 20 und_0.64,7467581603274,746758160327,746758160327,soda_cracker,soda_cracker,hatuey_soda_cracker,soda_cracker,SAVORY_CRACKERS,2,1,2,0.39573690981932863,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Merca Jumbo,Hatuey,Galletas De Soda Hatuey 20 Und,7467581603274,13,152.0,2.41,640 GR,0.64,23.75,3.76,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-20-und/18777,https://mercajumbo.com.do/?utm_source=supermercadosrd,20.0,Galletas De Soda,Cookies,152.0,,,,,,,,,,Hatuey,Hatuey,hatuey_galletas de soda hatuey 20 und,0.64,multipack,hatuey_galletas de soda hatuey 20 und_0.64,7467581603274,746758160327,746758160327,soda_cracker,soda_cracker,hatuey_soda_cracker,soda_cracker,SAVORY_CRACKERS,2,1,2,0.39573690981932863,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Nacional,Hatuey,Galletas De Soda Hatuey 20 Und,7467581603274,13,152.95,2.42,640 GR,0.64,23.9,3.79,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-20-und/18777,https://supermercadosnacional.com/galletas-de-soda-hatuey-20-paq-2003664?utm_source=supermercadosrd,20.0,Galletas De Soda,Cookies,152.95,,,,,,,,,,Hatuey,Hatuey,hatuey_galletas de soda hatuey 20 und,0.64,multipack,hatuey_galletas de soda hatuey 20 und_0.64,7467581603274,746758160327,746758160327,soda_cracker,soda_cracker,hatuey_soda_cracker,soda_cracker,SAVORY_CRACKERS,2,1,2,0.3988943851636318,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Plaza Lama,Hatuey,Galletas De Soda Hatuey 20 Und,7467581603274,13,149.0,2.36,640 GR,0.64,23.28,3.69,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-20-und/18777,https://plazalama.com.do/p/galletas-de-soda-hatuey-20-uds-0051228637103?utm_source=supermercadosrd,20.0,Galletas De Soda,Cookies,149.0,,,,,,,,,,Hatuey,Hatuey,hatuey_galletas de soda hatuey 20 und,0.64,multipack,hatuey_galletas de soda hatuey 20 und_0.64,7467581603274,746758160327,746758160327,soda_cracker,soda_cracker,hatuey_soda_cracker,soda_cracker,SAVORY_CRACKERS,2,1,2,0.38836946734928796,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Ritmo,Hatuey,Galletas De Soda Hatuey 20 Und,7467581603274,13,149.0,2.36,640 GR,0.64,23.28,3.69,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-20-und/18777,https://tiendasritmo.com/?utm_source=supermercadosrd,20.0,Galletas De Soda,Cookies,149.0,,,,,,,,,,Hatuey,Hatuey,hatuey_galletas de soda hatuey 20 und,0.64,multipack,hatuey_galletas de soda hatuey 20 und_0.64,7467581603274,746758160327,746758160327,soda_cracker,soda_cracker,hatuey_soda_cracker,soda_cracker,SAVORY_CRACKERS,2,1,2,0.38836946734928796,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Sirena,Hatuey,Galletas De Soda Hatuey 20 Und,7467581603274,13,152.0,2.41,640 GR,0.64,23.75,3.76,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-20-und/18777,https://sirena.do/products/index/galletas-de-soda-hatuey-regular-20-unds?utm_source=supermercadosrd,20.0,Galletas De Soda,Cookies,152.0,,,,,,,,,,Hatuey,Hatuey,hatuey_galletas de soda hatuey 20 und,0.64,multipack,hatuey_galletas de soda hatuey 20 und_0.64,7467581603274,746758160327,746758160327,soda_cracker,soda_cracker,hatuey_soda_cracker,soda_cracker,SAVORY_CRACKERS,2,1,2,0.39573690981932863,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Bravo,Hatuey,Galletas De Soda Hatuey 9 Und,7467581603847,13,89.0,1.41,288 GR,0.288,30.9,4.9,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-9-und/18687,https://bravova.superbravo.com.do/articulos/4777?utm_source=supermercadosrd,9.0,Galletas De Soda,Cookies,89.0,,,,,,,,,,Hatuey,Hatuey,hatuey_galletas de soda hatuey 9 und,0.29,multipack,hatuey_galletas de soda hatuey 9 und_0.29,7467581603847,746758160384,746758160384,soda_cracker,soda_cracker,hatuey_soda_cracker,soda_cracker,SAVORY_CRACKERS,2,1,2,0.5157209729028486,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Carrefour,Hatuey,Galletas De Soda Hatuey 9 Und,7467581603847,13,89.0,1.41,288 GR,0.288,30.9,4.9,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-9-und/18687,https://www.carrefour.do/,9.0,Galletas De Soda,Cookies,89.0,,,,,,,,,,Hatuey,Hatuey,hatuey_galletas de soda hatuey 9 und,0.29,multipack,hatuey_galletas de soda hatuey 9 und_0.29,7467581603847,746758160384,746758160384,soda_cracker,soda_cracker,hatuey_soda_cracker,soda_cracker,SAVORY_CRACKERS,2,1,2,0.5157209729028486,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Garrido,Hatuey,Galletas De Soda Hatuey 9 Und,7467581603847,13,100.0,1.58,288 GR,0.288,34.72,5.5,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-9-und/18687,https://www.garrido.com.do/p/181189?utm_source=supermercadosrd,9.0,Galletas De Soda,Cookies,100.0,,,,,,,,,,Hatuey,Hatuey,hatuey_galletas de soda hatuey 9 und,0.29,multipack,hatuey_galletas de soda hatuey 9 und_0.29,7467581603847,746758160384,746758160384,soda_cracker,soda_cracker,hatuey_soda_cracker,soda_cracker,SAVORY_CRACKERS,2,1,2,0.5788704797889116,Value
