search_term,country,currency,category,source_category,retailer,brand,product_name,barcode,barcode_length,price_local,price_usd,presentation,weight_kg,price_per_100g_local,price_per_kg_usd,segment,type,product_url,retailer_url,unit_count,product_name_clean,standard_category,price_local_numeric,scrape_date,product_detail_text,price_text,price_gyd,image_url,source_url,weight_source_text,price_per_kg_gyd,page,brand_original,brand_group,sku_text_key,weight_bucket,unit_bucket,match_key,barcode_raw,barcode_12,barcode_harmonized,product_name_harmonized,commercial_family_key,sku_family_key,family_key,commercial_category,commercial_overlap,sku_overlap,regional_overlap,competitive_index,price_positioning
wafer,Dominican Republic,DOP,Galletas,Galletas,Nacional,Ferrero,Barra De Chocolate Con Wafer Y Crema De Avellana Ferrero Tronky,3560070617593,13,54.95,0.87,18 GR,0.018,305.28,48.37,Mass,Wafer,https://supermercadosrd.com/productos/barra-de-chocolate-con-wafer-y-crema-de-avellana-ferrero-tronky/18886,https://supermercadosnacional.com/barra-de-chocolate-con-wafer-y-crema-de-avellana-ferrero-tronky-18-gr-2057153?utm_source=supermercadosrd,,Barra De Chocolate Con Wafer Y Crema De Avellana Tronky,Cookies,54.95,,,,,,,,,,Ferrero,Ferrero,ferrero_barra de chocolate con wafer y crema de avellana ferrero tronky,0.02,single,ferrero_barra de chocolate con wafer y crema de avellana ferrero tronky_0.02,3560070617593,356007061759,356007061759,avellana_barra_chocolate_crema_tronky,avellana_barra_chocolate_crema_tronky,ferrero_avellana_barra_chocolate_crema_tronky,avellana_barra_chocolate_crema_tronky,SWEET_COOKIES,1,1,1,5.090902746798118,Premium
oreo,Dominican Republic,DOP,Galletas,Galletas,Merca Jumbo,Milka,Barra De Chocolate Relleno De Oreo Milka,3560070701407,13,179.0,2.84,100 GR,0.1,179.0,28.36,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/barra-de-chocolate-relleno-de-oreo-milka/19002,https://mercajumbo.com.do/?utm_source=supermercadosrd,,Barra De Chocolate Relleno De Oreo,Cookies,179.0,,,,,,,,,,Milka,Milka,milka_barra de chocolate relleno de oreo milka,0.1,single,milka_barra de chocolate relleno de oreo milka_0.1,3560070701407,356007070140,356007070140,barra_chocolate_oreo,barra_chocolate_oreo,milka_barra_chocolate_oreo,barra_chocolate_oreo,SWEET_COOKIES,1,1,1,2.9848666921479152,Premium
oreo,Dominican Republic,DOP,Galletas,Galletas,Nacional,Milka,Barra De Chocolate Relleno De Oreo Milka,3560070701407,13,179.95,2.85,100 GR,0.1,179.95,28.51,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/barra-de-chocolate-relleno-de-oreo-milka/19002,https://supermercadosnacional.com/barra-de-chocolate-relleno-de-oreo-milka-100-gr-2151365?utm_source=supermercadosrd,,Barra De Chocolate Relleno De Oreo,Cookies,179.95,,,,,,,,,,Milka,Milka,milka_barra de chocolate relleno de oreo milka,0.1,single,milka_barra de chocolate relleno de oreo milka_0.1,3560070701407,356007070140,356007070140,barra_chocolate_oreo,barra_chocolate_oreo,milka_barra_chocolate_oreo,barra_chocolate_oreo,SWEET_COOKIES,1,1,1,3.000654068869431,Premium
oreo,Dominican Republic,DOP,Galletas,Galletas,Sirena,Milka,Barra De Chocolate Relleno De Oreo Milka,3560070701407,13,185.0,2.93,100 GR,0.1,185.0,29.31,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/barra-de-chocolate-relleno-de-oreo-milka/19002,https://sirena.do/products/index/chocolate-milka-oreo-100-gr?utm_source=supermercadosrd,,Barra De Chocolate Relleno De Oreo,Cookies,185.0,,,,,,,,,,Milka,Milka,milka_barra de chocolate relleno de oreo milka,0.1,single,milka_barra de chocolate relleno de oreo milka_0.1,3560070701407,356007070140,356007070140,barra_chocolate_oreo,barra_chocolate_oreo,milka_barra_chocolate_oreo,barra_chocolate_oreo,SWEET_COOKIES,1,1,1,3.0848534113841817,Premium
wafer,Dominican Republic,DOP,Galletas,Galletas,Nacional,Fit Crunch,Barra Proteina Fit Crunch Wafer Mantequilla Mani,3560071269722,13,174.95,2.77,45 GR,0.045,388.78,61.6,Premium,Wafer,https://supermercadosrd.com/productos/barra-proteina-fit-crunch-wafer-mantequilla-mani/45378,https://supermercadosnacional.com/barra-proteina-fit-crunch-wafer-mantequilla-mani-45-gr-2228352?utm_source=supermercadosrd,,Barra Proteina Wafer Mantequilla Mani,Cookies,174.95,,,,,,,,,,Fit Crunch,Fit Crunch,fit crunch_barra proteina fit crunch wafer mantequilla mani,0.04,single,fit crunch_barra proteina fit crunch wafer mantequilla mani_0.04,3560071269722,356007126972,356007126972,barra_mani_mantequilla_proteina_wafer,barra_mani_mantequilla_proteina_wafer,fit crunch_barra_mani_mantequilla_proteina_wafer,barra_mani_mantequilla_proteina_wafer,SWEET_COOKIES,1,1,1,6.48334937363581,Premium
galleta,Dominican Republic,DOP,Galletas,Galletas,Bravo,Bisco Pan,Bisco Pan Galleta Clas Integral,7461274105519,13,79.0,1.25,220 GR,0.22,35.91,5.69,Mass,Funcional,https://supermercadosrd.com/productos/bisco-pan-galleta-clas-integral/9173,https://bravova.superbravo.com.do/articulos/7539?utm_source=supermercadosrd,,Galleta Clas Integral,Cookies,79.0,,,,,,,,,,Bisco Pan,Bisco Pan,bisco pan_bisco pan galleta clas integral,0.22,single,bisco pan_bisco pan galleta clas integral_0.22,7461274105519,746127410551,746127410551,clas_integral,clas_integral,bisco pan_clas_integral,clas_integral,SWEET_COOKIES,1,1,1,0.598867823636165,Value
galleta,Dominican Republic,DOP,Galletas,Galletas,Plaza Lama,Bisco Pan,Bisco Pan Galleta Clas Integral,7461274105519,13,89.0,1.41,220 GR,0.22,40.45,6.41,Mass,Funcional,https://supermercadosrd.com/productos/bisco-pan-galleta-clas-integral/9173,https://plazalama.com.do/p/galleta-clasica-integral-biscopan-7461274105519?utm_source=supermercadosrd,,Galleta Clas Integral,Cookies,89.0,,,,,,,,,,Bisco Pan,Bisco Pan,bisco pan_bisco pan galleta clas integral,0.22,single,bisco pan_bisco pan galleta clas integral_0.22,7461274105519,746127410551,746127410551,clas_integral,clas_integral,bisco pan_clas_integral,clas_integral,SWEET_COOKIES,1,1,1,0.6746472318994406,Value
galleta,Dominican Republic,DOP,Galletas,Galletas,Bravo,Bisco Pan,Bisco Pan Galleta Constanza,7461082097211,13,109.0,1.73,280 GR,0.28,38.93,6.17,Mass,Galleta,https://supermercadosrd.com/productos/bisco-pan-galleta-constanza/9233,https://bravova.superbravo.com.do/articulos/13356?utm_source=supermercadosrd,,Galleta Constanza,Cookies,109.0,,,,,,,,,,Bisco Pan,Bisco Pan,bisco pan_bisco pan galleta constanza,0.28,single,bisco pan_bisco pan galleta constanza_0.28,7461082097211,746108209721,746108209721,constanza,constanza,bisco pan_constanza,constanza,SWEET_COOKIES,1,1,1,0.6493874291450153,Value
galleta,Dominican Republic,DOP,Galletas,Galletas,Plaza Lama,Bisco Pan,Bisco Pan Galleta Constanza,7461082097211,13,115.0,1.82,280 GR,0.28,41.07,6.51,Mass,Galleta,https://supermercadosrd.com/productos/bisco-pan-galleta-constanza/9233,https://plazalama.com.do/p/galleta-constanza-biscopan-7461082097211?utm_source=supermercadosrd,,Galleta Constanza,Cookies,115.0,,,,,,,,,,Bisco Pan,Bisco Pan,bisco pan_bisco pan galleta constanza,0.28,single,bisco pan_bisco pan galleta constanza_0.28,7461082097211,746108209721,746108209721,constanza,constanza,bisco pan_constanza,constanza,SWEET_COOKIES,1,1,1,0.6851721497137845,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Merca Jumbo,Oreo,Bolsa Galleta Chocolate Oreo 6 Und,7590011251100,13,129.0,2.04,216 GR,0.216,59.72,9.46,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/bolsa-galleta-chocolate-oreo-6-und/42755,https://mercajumbo.com.do/?utm_source=supermercadosrd,6.0,Bolsa Galleta Chocolate,Cookies,129.0,,,,,,,,,,Oreo,Mondelez,oreo_bolsa galleta chocolate oreo 6 und,0.22,smallpack,oreo_bolsa galleta chocolate oreo 6 und_0.22,7590011251100,759001125110,759001125110,bolsa_chocolate,bolsa_chocolate,oreo_bolsa_chocolate,bolsa_chocolate,SWEET_COOKIES,1,1,1,0.995657225236928,Market
galletas,Dominican Republic,DOP,Galletas,Galletas,Nacional,Oreo,Bolsa Galleta Chocolate Oreo 6 Und,7590011251100,13,129.95,2.06,216 GR,0.216,60.16,9.53,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/bolsa-galleta-chocolate-oreo-6-und/42755,https://supermercadosnacional.com/bolsa-galleta-chocolate-oreo-216gr-6-pk-2234191?utm_source=supermercadosrd,6.0,Bolsa Galleta Chocolate,Cookies,129.95,,,,,,,,,,Oreo,Mondelez,oreo_bolsa galleta chocolate oreo 6 und,0.22,smallpack,oreo_bolsa galleta chocolate oreo 6 und_0.22,7590011251100,759001125110,759001125110,bolsa_chocolate,bolsa_chocolate,oreo_bolsa_chocolate,bolsa_chocolate,SWEET_COOKIES,1,1,1,1.0030246677069685,Market
galletas,Dominican Republic,DOP,Galletas,Galletas,Merca Jumbo,Oreo,Bolsa Galleta Golden Oreo 6 Und,7590011251100,13,129.0,2.04,216 GR,0.216,59.72,9.46,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/bolsa-galleta-golden-oreo-6-und/42756,https://mercajumbo.com.do/?utm_source=supermercadosrd,6.0,Bolsa Galleta Golden,Cookies,129.0,,,,,,,,,,Oreo,Mondelez,oreo_bolsa galleta golden oreo 6 und,0.22,smallpack,oreo_bolsa galleta golden oreo 6 und_0.22,7590011251100,759001125110,759001125110,bolsa_golden,bolsa_golden,oreo_bolsa_golden,bolsa_golden,SWEET_COOKIES,1,1,1,0.995657225236928,Market
galletas,Dominican Republic,DOP,Galletas,Galletas,Nacional,Oreo,Bolsa Galleta Golden Oreo 6 Und,7590011251100,13,129.95,2.06,216 GR,0.216,60.16,9.53,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/bolsa-galleta-golden-oreo-6-und/42756,https://supermercadosnacional.com/bolsa-galleta-golden-oreo-216-gr-6-pk-2234190?utm_source=supermercadosrd,6.0,Bolsa Galleta Golden,Cookies,129.95,,,,,,,,,,Oreo,Mondelez,oreo_bolsa galleta golden oreo 6 und,0.22,smallpack,oreo_bolsa galleta golden oreo 6 und_0.22,7590011251100,759001125110,759001125110,bolsa_golden,bolsa_golden,oreo_bolsa_golden,bolsa_golden,SWEET_COOKIES,1,1,1,1.0030246677069685,Market
galletas,Dominican Republic,DOP,Galletas,Galletas,Merca Jumbo,Oreo,Bolsa Galleta Oreo 6 Und,7590011251100,13,129.0,2.04,216 GR,0.216,59.72,9.46,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/bolsa-galleta-oreo-6-und/42830,https://mercajumbo.com.do/?utm_source=supermercadosrd,6.0,Bolsa Galleta,Cookies,129.0,,,,,,,,,,Oreo,Mondelez,oreo_bolsa galleta oreo 6 und,0.22,smallpack,oreo_bolsa galleta oreo 6 und_0.22,7590011251100,759001125110,759001125110,bolsa,bolsa,oreo_bolsa,bolsa,SWEET_COOKIES,1,1,1,0.995657225236928,Market
galletas,Dominican Republic,DOP,Galletas,Galletas,Nacional,Oreo,Bolsa Galleta Oreo 6 Und,7590011251100,13,129.95,2.06,216 GR,0.216,60.16,9.53,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/bolsa-galleta-oreo-6-und/42830,https://supermercadosnacional.com/bolsa-galleta-oreo-216-gr-6-pk-2232909?utm_source=supermercadosrd,6.0,Bolsa Galleta,Cookies,129.95,,,,,,,,,,Oreo,Mondelez,oreo_bolsa galleta oreo 6 und,0.22,smallpack,oreo_bolsa galleta oreo 6 und_0.22,7590011251100,759001125110,759001125110,bolsa,bolsa,oreo_bolsa,bolsa,SWEET_COOKIES,1,1,1,1.0030246677069685,Market
oreo,Dominican Republic,DOP,Galletas,Galletas,Nacional,Oreo,Cheesecake De Oreo Palacios,,,549.95,8.71,350 GR,0.35,157.13,24.9,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/cheesecake-de-oreo-palacios/9681,https://supermercadosnacional.com/cheesecake-de-oreo-palacios-350-gr-2164862?utm_source=supermercadosrd,,Cheesecake De Palacios,Cookies,549.95,,,,,,,,,,Oreo,Mondelez,oreo_cheesecake de oreo palacios,0.35,single,oreo_cheesecake de oreo palacios_0.35,,,,cheesecake_palacios,cheesecake_palacios,oreo_cheesecake_palacios,cheesecake_palacios,SWEET_COOKIES,1,1,1,2.6207045357716177,Premium
galleta,Dominican Republic,DOP,Galletas,Galletas,Plaza Lama,Milka,Choco Wafer Galletas De Barquillo Cubiertas De Chocolate Milka,7622300675981,13,299.0,4.74,180 GR,0.18,166.11,26.32,Mass,Wafer,https://supermercadosrd.com/productos/choco-wafer-galletas-de-barquillo-cubiertas-de-chocolate-milka/19422,https://plazalama.com.do/p/choco-wafer-galletas-de-barquillo-cubiertas-de-chocolate-milka-180g-7622300675981?utm_source=supermercadosrd,,Choco Wafer Galletas De Barquillo Cubiertas De Chocolate,Cookies,299.0,,,,,,,,,,Milka,Milka,milka_choco wafer galletas de barquillo cubiertas de chocolate milka,0.18,single,milka_choco wafer galletas de barquillo cubiertas de chocolate milka_0.18,7622300675981,762230067598,762230067598,barquillo_choco_chocolate_cubiertas_wafer,barquillo_choco_chocolate_cubiertas_wafer,milka_barquillo_choco_chocolate_cubiertas_wafer,barquillo_choco_chocolate_cubiertas_wafer,SWEET_COOKIES,1,1,1,2.770158368735301,Premium
galleta,Dominican Republic,DOP,Galletas,Galletas,Sirena,Milka,Choco Wafer Galletas De Barquillo Cubiertas De Chocolate Milka,7622300675981,13,320.0,5.07,180 GR,0.18,177.78,28.17,Mass,Wafer,https://supermercadosrd.com/productos/choco-wafer-galletas-de-barquillo-cubiertas-de-chocolate-milka/19422,https://sirena.do/products/index/-galleta-milka-choco-waffer-180-gr-?utm_source=supermercadosrd,,Choco Wafer Galletas De Barquillo Cubiertas De Chocolate,Cookies,320.0,,,,,,,,,,Milka,Milka,milka_choco wafer galletas de barquillo cubiertas de chocolate milka,0.18,single,milka_choco wafer galletas de barquillo cubiertas de chocolate milka_0.18,7622300675981,762230067598,762230067598,barquillo_choco_chocolate_cubiertas_wafer,barquillo_choco_chocolate_cubiertas_wafer,milka_barquillo_choco_chocolate_cubiertas_wafer,barquillo_choco_chocolate_cubiertas_wafer,SWEET_COOKIES,1,1,1,2.964869348300662,Premium
wafer,Dominican Republic,DOP,Galletas,Galletas,Sirena,Milka,Chocolate Milka Nutty Wafer,3560071426057,13,459.0,7.27,270 GR,0.27,170.0,26.94,Mass,Wafer,https://supermercadosrd.com/productos/chocolate-milka-nutty-wafer/21123,https://sirena.do/products/index/chocolate-milka-nutty-wafer-270-gr?utm_source=supermercadosrd,,Chocolate Nutty Wafer,Cookies,459.0,,,,,,,,,,Milka,Milka,milka_chocolate milka nutty wafer,0.27,single,milka_chocolate milka nutty wafer_0.27,3560071426057,356007142605,356007142605,chocolate_nutty_wafer,chocolate_nutty_wafer,milka_chocolate_nutty_wafer,chocolate_nutty_wafer,SWEET_COOKIES,1,1,1,2.8354128591842325,Premium
oreo,Dominican Republic,DOP,Galletas,Galletas,Merca Jumbo,Milka,Chocolate Milka Oreo Brownie,3560070822829,13,179.0,2.84,100 GR,0.1,179.0,28.36,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/chocolate-milka-oreo-brownie/21027,https://mercajumbo.com.do/?utm_source=supermercadosrd,,Chocolate Oreo Brownie,Cookies,179.0,,,,,,,,,,Milka,Milka,milka_chocolate milka oreo brownie,0.1,single,milka_chocolate milka oreo brownie_0.1,3560070822829,356007082282,356007082282,brownie_chocolate_oreo,brownie_chocolate_oreo,milka_brownie_chocolate_oreo,brownie_chocolate_oreo,SWEET_COOKIES,1,1,1,2.9848666921479152,Premium
oreo,Dominican Republic,DOP,Galletas,Galletas,Sirena,Milka,Chocolate Milka Oreo Brownie,3560070822829,13,180.0,2.85,100 GR,0.1,180.0,28.52,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/chocolate-milka-oreo-brownie/21027,https://sirena.do/products/index/chocolate-milka-oreo-brownie-100-gr?utm_source=supermercadosrd,,Chocolate Oreo Brownie,Cookies,180.0,,,,,,,,,,Milka,Milka,milka_chocolate milka oreo brownie,0.1,single,milka_chocolate milka oreo brownie_0.1,3560070822829,356007082282,356007082282,brownie_chocolate_oreo,brownie_chocolate_oreo,milka_brownie_chocolate_oreo,brownie_chocolate_oreo,SWEET_COOKIES,1,1,1,3.0017065606508653,Premium
oreo,Dominican Republic,DOP,Galletas,Galletas,Sirena,Milka,Chocolate Milka Oreo Sandwich,,,180.0,2.85,92 GR,0.092,195.65,31.0,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/chocolate-milka-oreo-sandwich/21036,https://sirena.do/products/index/chocolate-milka-oreo-sandwich-92-gr?utm_source=supermercadosrd,,Chocolate Oreo Sandwich,Cookies,180.0,,,,,,,,,,Milka,Milka,milka_chocolate milka oreo sandwich,0.09,single,milka_chocolate milka oreo sandwich_0.09,,,,chocolate_oreo,chocolate_oreo,milka_chocolate_oreo,chocolate_oreo,SWEET_COOKIES,1,1,1,3.2627245224465926,Premium
club social,Dominican Republic,DOP,Galletas,Galletas,Garrido,Club Social,Club Social Galleta Mantequilla,,,90.0,1.43,219 GR,0.219,41.1,6.51,Mass,Galleta,https://supermercadosrd.com/productos/club-social-galleta-mantequilla/43807,https://www.garrido.com.do/p/374705?utm_source=supermercadosrd,,Galleta Mantequilla,Cookies,90.0,,,,,,,,,,Club Social,Club Social,club social_club social galleta mantequilla,0.22,single,club social_club social galleta mantequilla_0.22,,,,mantequilla,mantequilla,club social_mantequilla,mantequilla,SAVORY_CRACKERS,1,1,1,0.6851721497137845,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Garrido,Cuetara,Cuetara Galleta Maraa 33,,,159.0,2.52,800GR,0.8,19.88,3.15,Mass,Galleta,https://supermercadosrd.com/productos/cuetara-galleta-maraa-33/44087,https://www.garrido.com.do/p/292395?utm_source=supermercadosrd,,Galleta Maraa 33,Cookies,159.0,,,,,,,,,,Cuetara,Cuetara,cuetara_cuetara galleta maraa 33,0.8,single,cuetara_cuetara galleta maraa 33_0.8,,,,maraa,maraa,cuetara_maraa,maraa,SWEET_COOKIES,1,1,1,0.3315349111518312,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Garrido,Cuetara,Cuetara Galleta Maria,,,80.0,1.27,100 GR,0.1,80.0,12.68,Mass,Galleta,https://supermercadosrd.com/productos/cuetara-galleta-maria/44132,https://www.garrido.com.do/p/272368?utm_source=supermercadosrd,,Galleta Maria,Cookies,80.0,,,,,,,,,,Cuetara,Cuetara,cuetara_cuetara galleta maria,0.1,single,cuetara_cuetara galleta maria_0.1,,,,maria,maria,cuetara_maria,maria,SWEET_COOKIES,1,1,1,1.3345595788587998,Premium
galletas,Dominican Republic,DOP,Galletas,Galletas,Garrido,Cuetara,Cuetara Galleta Maria Oro,9999999386423,13,68.0,1.08,200 GR,0.2,34.0,5.39,Mass,Galleta,https://supermercadosrd.com/productos/cuetara-galleta-maria-oro/44131,https://www.garrido.com.do/p/272378?utm_source=supermercadosrd,,Galleta Maria Oro,Cookies,68.0,,,,,,,,,,Cuetara,Cuetara,cuetara_cuetara galleta maria oro,0.2,single,cuetara_cuetara galleta maria oro_0.2,9999999386423,,,maria_oro,maria_oro,cuetara_maria_oro,maria_oro,SWEET_COOKIES,1,1,1,0.5672930701931334,Value
wafer,Dominican Republic,DOP,Galletas,Galletas,Garrido,Cuetara,Cuetara Galleta Wafer Coco,7802215505140,13,90.0,1.43,150 GR,0.15,60.0,9.51,Mass,Wafer,https://supermercadosrd.com/productos/cuetara-galleta-wafer-coco/44118,https://www.garrido.com.do/p/278591?utm_source=supermercadosrd,,Galleta Wafer Coco,Cookies,90.0,,,,,,,,,,Cuetara,Cuetara,cuetara_cuetara galleta wafer coco,0.15,single,cuetara_cuetara galleta wafer coco_0.15,7802215505140,780221550514,780221550514,coco_wafer,coco_wafer,cuetara_coco_wafer,coco_wafer,SWEET_COOKIES,1,1,1,1.0009196841441,Market
wafer,Dominican Republic,DOP,Galletas,Galletas,Garrido,Cuetara,Cuetara Galleta Wafer Liman,7802215505270,13,90.0,1.43,150 GR,0.15,60.0,9.51,Mass,Wafer,https://supermercadosrd.com/productos/cuetara-galleta-wafer-liman/44119,https://www.garrido.com.do/p/278590?utm_source=supermercadosrd,,Galleta Wafer Liman,Cookies,90.0,,,,,,,,,,Cuetara,Cuetara,cuetara_cuetara galleta wafer liman,0.15,single,cuetara_cuetara galleta wafer liman_0.15,7802215505270,780221550527,780221550527,liman_wafer,liman_wafer,cuetara_liman_wafer,liman_wafer,SWEET_COOKIES,1,1,1,1.0009196841441,Market
wafer,Dominican Republic,DOP,Galletas,Galletas,Garrido,Cuetara,Cuetara Galleta Wafer Vainilla,7622210110251,13,90.0,1.43,150 GR,0.15,60.0,9.51,Mass,Wafer,https://supermercadosrd.com/productos/cuetara-galleta-wafer-vainilla/44120,https://www.garrido.com.do/p/278588?utm_source=supermercadosrd,,Galleta Wafer Vainilla,Cookies,90.0,,,,,,,,,,Cuetara,Cuetara,cuetara_cuetara galleta wafer vainilla,0.15,single,cuetara_cuetara galleta wafer vainilla_0.15,7622210110251,762221011025,762221011025,wafer_vanilla,wafer_vanilla,cuetara_wafer_vanilla,wafer_vanilla,SWEET_COOKIES,2,1,2,1.0009196841441,Market
galletas,Dominican Republic,DOP,Galletas,Galletas,Garrido,Cuetara,Cuetara Galletas Maria Oro,9999999386424,13,210.0,3.33,800 GR,0.8,26.25,4.16,Mass,Galleta,https://supermercadosrd.com/productos/cuetara-galletas-maria-oro/44130,https://www.garrido.com.do/p/272380?utm_source=supermercadosrd,,Galletas Maria Oro,Cookies,210.0,,,,,,,,,,Cuetara,Cuetara,cuetara_cuetara galletas maria oro,0.8,single,cuetara_cuetara galletas maria oro_0.8,9999999386424,,,maria_oro,maria_oro,cuetara_maria_oro,maria_oro,SWEET_COOKIES,1,1,1,0.4378365810767041,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Bravo,Dino,Dino Galleta Sandwich Chocolate 12 Und,753079000425,12,175.0,2.77,576 GR,0.576,30.38,4.81,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/dino-galleta-sandwich-chocolate-12-und/9119,https://bravova.superbravo.com.do/articulos/3915?utm_source=supermercadosrd,12.0,Galleta Sandwich Chocolate,Cookies,175.0,,,,,,,,,,Dino,Dino,dino_dino galleta sandwich chocolate 12 und,0.58,multipack,dino_dino galleta sandwich chocolate 12 und_0.58,753079000425,753079000425,753079000425,dino_chocolate,dino_chocolate,dino_dino_chocolate,dino_chocolate,SWEET_COOKIES,1,1,1,0.506248546869939,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Carrefour,Dino,Dino Galleta Sandwich Chocolate 12 Und,753079000425,12,173.95,2.76,576 GR,0.576,30.2,4.79,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/dino-galleta-sandwich-chocolate-12-und/9119,https://www.carrefour.do/,12.0,Galleta Sandwich Chocolate,Cookies,173.95,,,,,,,,,,Dino,Dino,dino_dino galleta sandwich chocolate 12 und,0.58,multipack,dino_dino galleta sandwich chocolate 12 und_0.58,753079000425,753079000425,753079000425,dino_chocolate,dino_chocolate,dino_dino_chocolate,dino_chocolate,SWEET_COOKIES,1,1,1,0.5041435633070703,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Garrido,Dino,Dino Galleta Sandwich Chocolate 12 Und,753079000425,12,160.0,2.54,576 GR,0.576,27.78,4.4,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/dino-galleta-sandwich-chocolate-12-und/9119,https://www.garrido.com.do/p/181184?utm_source=supermercadosrd,12.0,Galleta Sandwich Chocolate,Cookies,160.0,,,,,,,,,,Dino,Dino,dino_dino galleta sandwich chocolate 12 und,0.58,multipack,dino_dino galleta sandwich chocolate 12 und_0.58,753079000425,753079000425,753079000425,dino_chocolate,dino_chocolate,dino_dino_chocolate,dino_chocolate,SWEET_COOKIES,1,1,1,0.46309638383112933,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Jumbo,Dino,Dino Galleta Sandwich Chocolate 12 Und,753079000425,12,156.0,2.47,576 GR,0.576,27.08,4.29,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/dino-galleta-sandwich-chocolate-12-und/9119,https://jumbo.com.do/galleta-dulce-sabor-chocolate-dino-10-und-paq-2006518?utm_source=supermercadosrd,12.0,Galleta Sandwich Chocolate,Cookies,156.0,,,,,,,,,,Dino,Dino,dino_dino galleta sandwich chocolate 12 und,0.58,multipack,dino_dino galleta sandwich chocolate 12 und_0.58,753079000425,753079000425,753079000425,dino_chocolate,dino_chocolate,dino_dino_chocolate,dino_chocolate,SWEET_COOKIES,1,1,1,0.45151897423535103,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Merca Jumbo,Dino,Dino Galleta Sandwich Chocolate 12 Und,753079000425,12,156.0,2.47,576 GR,0.576,27.08,4.29,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/dino-galleta-sandwich-chocolate-12-und/9119,https://mercajumbo.com.do/?utm_source=supermercadosrd,12.0,Galleta Sandwich Chocolate,Cookies,156.0,,,,,,,,,,Dino,Dino,dino_dino galleta sandwich chocolate 12 und,0.58,multipack,dino_dino galleta sandwich chocolate 12 und_0.58,753079000425,753079000425,753079000425,dino_chocolate,dino_chocolate,dino_dino_chocolate,dino_chocolate,SWEET_COOKIES,1,1,1,0.45151897423535103,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Nacional,Dino,Dino Galleta Sandwich Chocolate 12 Und,753079000425,12,156.95,2.49,576 GR,0.576,27.25,4.32,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/dino-galleta-sandwich-chocolate-12-und/9119,https://supermercadosnacional.com/galleta-dulce-sabor-chocolate-dino-10-und-paq-2006518?utm_source=supermercadosrd,12.0,Galleta Sandwich Chocolate,Cookies,156.95,,,,,,,,,,Dino,Dino,dino_dino galleta sandwich chocolate 12 und,0.58,multipack,dino_dino galleta sandwich chocolate 12 und_0.58,753079000425,753079000425,753079000425,dino_chocolate,dino_chocolate,dino_dino_chocolate,dino_chocolate,SWEET_COOKIES,1,1,1,0.45467644957965425,Value
galletas,Dominican Republic,DOP,Galletas,Galletas,Plaza Lama,Dino,Dino Galleta Sandwich Chocolate 12 Und,753079000425,12,174.0,2.76,576 GR,0.576,30.21,4.79,Mass,Dulce Sandwich,https://supermercadosrd.com/productos/dino-galleta-sandwich-chocolate-12-und/9119,https://plazalama.com.do/p/galletas-sandwich-chocolate-rellenas-de-crema-dino-12-uds-753079000425?utm_source=supermercadosrd,12.0,Galleta Sandwich Chocolate,Cookies,174.0,,,,,,,,,,Dino,Dino,dino_dino galleta sandwich chocolate 12 und,0.58,multipack,dino_dino galleta sandwich chocolate 12 und_0.58,753079000425,753079000425,753079000425,dino_chocolate,dino_chocolate,dino_dino_chocolate,dino_chocolate,SWEET_COOKIES,1,1,1,0.5041435633070703,Value
