country,currency,category,retailer,brand,product_name,barcode,barcode_length,price_local,price_usd,presentation,weight_kg,price_per_100g_local,price_per_kg_usd,segment,type,product_url,retailer_url,source_url,standard_category,price_local_numeric,data_quality_brand,data_quality_weight,data_quality_price_kg,scrape_date,source_category,search_term,price_text,price_gyd,image_url,price_per_kg_gyd,page,regional_sku,regional_overlap,competitive_index,price_positioning
Dominican Republic,DOP,Galletas,Garrido,Oreo,Galletas De Chocolate Rellena De Crema De Chocolate Oreo,1779797209971,13,210.0,3.33,432 GR,0.432,48.61,7.7,Premium,Dulce Sandwich,https://supermercadosrd.com/productos/galletas-de-chocolate-rellena-de-crema-de-chocolate-oreo/18717,https://www.garrido.com.do/p/362218?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-chocolate-rellena-de-crema-de-chocolate-oreo/18717,Cookies,210.0,OK,OK,OK,,,,,,,,,1779797209971,1,0.6139758888508483,Value
Dominican Republic,DOP,Galletas,Jumbo,Oreo,Galletas De Chocolate Rellena De Crema De Chocolate Oreo,1779797209971,13,206.0,3.26,432 GR,0.432,47.69,7.56,Premium,Dulce Sandwich,https://supermercadosrd.com/productos/galletas-de-chocolate-rellena-de-crema-de-chocolate-oreo/18717,https://jumbo.com.do/galletas-de-chocolate-rellena-de-crema-de-chocolate-oreo-432-gr-2168422?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-chocolate-rellena-de-crema-de-chocolate-oreo/18717,Cookies,206.0,OK,OK,OK,,,,,,,,,1779797209971,1,0.6028126908717419,Value
Dominican Republic,DOP,Galletas,Merca Jumbo,Oreo,Galletas De Chocolate Rellena De Crema De Chocolate Oreo,1779797209971,13,205.0,3.25,432 GR,0.432,47.45,7.52,Premium,Dulce Sandwich,https://supermercadosrd.com/productos/galletas-de-chocolate-rellena-de-crema-de-chocolate-oreo/18717,https://mercajumbo.com.do/?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-chocolate-rellena-de-crema-de-chocolate-oreo/18717,Cookies,205.0,OK,OK,OK,,,,,,,,,1779797209971,1,0.5996232057348544,Value
Dominican Republic,DOP,Galletas,Nacional,Oreo,Galletas De Chocolate Rellena De Crema De Chocolate Oreo,1779797209971,13,206.95,3.28,432 GR,0.432,47.91,7.59,Premium,Dulce Sandwich,https://supermercadosrd.com/productos/galletas-de-chocolate-rellena-de-crema-de-chocolate-oreo/18717,https://supermercadosnacional.com/galletas-de-chocolate-rellena-de-crema-de-chocolate-oreo-432-gr-2168422?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-chocolate-rellena-de-crema-de-chocolate-oreo/18717,Cookies,206.95,OK,OK,OK,,,,,,,,,1779797209971,1,0.6052048047244076,Value
Dominican Republic,DOP,Galletas,Sirena,Oreo,Galletas De Chocolate Rellena De Crema De Chocolate Oreo,1779797209971,13,195.0,3.09,432 GR,0.432,45.14,7.15,Premium,Dulce Sandwich,https://supermercadosrd.com/productos/galletas-de-chocolate-rellena-de-crema-de-chocolate-oreo/18717,https://sirena.do/products/index/galletas-dulces-oreo-crema-de-chocolate-12-und?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-chocolate-rellena-de-crema-de-chocolate-oreo/18717,Cookies,195.0,OK,OK,OK,,,,,,,,,1779797209971,1,0.5701204682186448,Value
Dominican Republic,DOP,Galletas,Bravo,Guarina,Galletas De Leche Guarina,,,9.0,0.14,1.59 OZ,0.045075705,19.97,3.16,Value,Galleta,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18637,https://bravova.superbravo.com.do/articulos/3416?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18637,Cookies,9.0,OK,OK,OK,,,,,,,,,Guarina_Galletas De Leche Guarina,1,0.25196932581411435,Value
Dominican Republic,DOP,Galletas,Garrido,Guarina,Galletas De Leche Guarina,,,11.0,0.17,1.59 OZ,0.045075705,24.4,3.87,Mainstream,Galleta,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18637,https://www.garrido.com.do/p/181127?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18637,Cookies,11.0,OK,OK,OK,,,,,,,,,Guarina_Galletas De Leche Guarina,1,0.3085826869938679,Value
Dominican Republic,DOP,Galletas,Garrido,Guarina,Galletas De Leche Guarina,779810964336,12,50.0,0.79,8 OZ,0.226796,22.05,3.49,Mainstream,Galleta,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18689,https://www.garrido.com.do/p/181128?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18689,Cookies,50.0,OK,OK,OK,,,,,,,,,779810964336,1,0.27828257819343644,Value
Dominican Republic,DOP,Galletas,Jumbo,Guarina,Galletas De Leche Guarina,,,11.95,0.19,1.59 OZ,0.045075705,26.51,4.2,Mainstream,Galleta,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18637,https://jumbo.com.do/galletas-de-leche-guarina-1-59-onz-2003659?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18637,Cookies,11.95,OK,OK,OK,,,,,,,,,Guarina_Galletas De Leche Guarina,1,0.33489593937319,Value
Dominican Republic,DOP,Galletas,Jumbo,Guarina,Galletas De Leche Guarina,779810964336,12,54.95,0.87,8 OZ,0.226796,24.23,3.84,Mainstream,Galleta,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18689,https://jumbo.com.do/galletas-de-leche-guarina-8-onz-2021974?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18689,Cookies,54.95,OK,OK,OK,,,,,,,,,779810964336,1,0.30619057314120224,Value
Dominican Republic,DOP,Galletas,Merca Jumbo,Guarina,Galletas De Leche Guarina,,,11.0,0.17,1.59 OZ,0.045075705,24.4,3.87,Mainstream,Galleta,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18637,https://mercajumbo.com.do/?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18637,Cookies,11.0,OK,OK,OK,,,,,,,,,Guarina_Galletas De Leche Guarina,1,0.3085826869938679,Value
Dominican Republic,DOP,Galletas,Merca Jumbo,Guarina,Galletas De Leche Guarina,779810964336,12,54.0,0.86,8 OZ,0.226796,23.81,3.77,Mainstream,Galleta,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18689,https://mercajumbo.com.do/?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18689,Cookies,54.0,OK,OK,OK,,,,,,,,,779810964336,1,0.3006089741516491,Value
Dominican Republic,DOP,Galletas,Nacional,Guarina,Galletas De Leche Guarina,,,11.95,0.19,1.59 OZ,0.045075705,26.51,4.2,Mainstream,Galleta,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18637,https://supermercadosnacional.com/galletas-de-leche-guarina-1-59-onz-2003659?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18637,Cookies,11.95,OK,OK,OK,,,,,,,,,Guarina_Galletas De Leche Guarina,1,0.33489593937319,Value
Dominican Republic,DOP,Galletas,Nacional,Guarina,Galletas De Leche Guarina,779810964336,12,54.95,0.87,8 OZ,0.226796,24.23,3.84,Mainstream,Galleta,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18689,https://supermercadosnacional.com/galletas-de-leche-guarina-8-onz-2021974?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18689,Cookies,54.95,OK,OK,OK,,,,,,,,,779810964336,1,0.30619057314120224,Value
Dominican Republic,DOP,Galletas,Plaza Lama,Guarina,Galletas De Leche Guarina,,,14.0,0.22,1.59 OZ,0.045075705,31.06,4.92,Mainstream,Galleta,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18637,https://plazalama.com.do/p/galletas-de-leche-guarina-50-g-7467581603809?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18637,Cookies,14.0,OK,OK,OK,,,,,,,,,Guarina_Galletas De Leche Guarina,1,0.3923066718371654,Value
Dominican Republic,DOP,Galletas,Plaza Lama,Guarina,Galletas De Leche Guarina,779810964336,12,59.0,0.93,8 OZ,0.226796,26.01,4.12,Mainstream,Galleta,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18689,https://plazalama.com.do/p/galletas-de-leche-guarina-226-g-7467581603816?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18689,Cookies,59.0,OK,OK,OK,,,,,,,,,779810964336,1,0.3285169690994149,Value
Dominican Republic,DOP,Galletas,Ritmo,Guarina,Galletas De Leche Guarina,,,9.0,0.14,1.59 OZ,0.045075705,19.97,3.16,Value,Galleta,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18637,https://tiendasritmo.com/?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18637,Cookies,9.0,OK,OK,OK,,,,,,,,,Guarina_Galletas De Leche Guarina,1,0.25196932581411435,Value
Dominican Republic,DOP,Galletas,Sirena,Guarina,Galletas De Leche Guarina,,,12.0,0.19,1.59 OZ,0.045075705,26.62,4.22,Mainstream,Galleta,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18637,https://sirena.do/products/index/galletas-guarina-de-leche-159-oz?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18637,Cookies,12.0,OK,OK,OK,,,,,,,,,Guarina_Galletas De Leche Guarina,1,0.33649068194163373,Value
Dominican Republic,DOP,Galletas,Sirena,Guarina,Galletas De Leche Guarina,779810964336,12,55.0,0.87,8 OZ,0.226796,24.25,3.84,Mainstream,Galleta,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18689,https://sirena.do/products/index/galletas-guarina-de-leche-74-oz?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-leche-guarina/18689,Cookies,55.0,OK,OK,OK,,,,,,,,,779810964336,1,0.30619057314120224,Value
Dominican Republic,DOP,Galletas,Garrido,Aviva,Galletas De Soda Aviva 20 Und,7467340335071,13,155.0,2.46,20 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-aviva-20-und/18805,https://www.garrido.com.do/p/180983?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-soda-aviva-20-und/18805,Cookies,155.0,OK,Missing Weight,Missing Price/KG,,,,,,,,,7467340335071,1,,Market
Dominican Republic,DOP,Galletas,Jumbo,Aviva,Galletas De Soda Aviva 20 Und,7467340335071,13,153.95,2.44,20 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-aviva-20-und/18805,https://jumbo.com.do/galletas-de-soda-aviva-20-und-paq-2108860?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-soda-aviva-20-und/18805,Cookies,153.95,OK,Missing Weight,Missing Price/KG,,,,,,,,,7467340335071,1,,Market
Dominican Republic,DOP,Galletas,Nacional,Aviva,Galletas De Soda Aviva 20 Und,7467340335071,13,153.95,2.44,20 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-aviva-20-und/18805,https://supermercadosnacional.com/galletas-de-soda-aviva-20-und-paq-2108860?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-soda-aviva-20-und/18805,Cookies,153.95,OK,Missing Weight,Missing Price/KG,,,,,,,,,7467340335071,1,,Market
Dominican Republic,DOP,Galletas,Plaza Lama,Aviva,Galletas De Soda Aviva 20 Und,7467340335071,13,164.0,2.6,20 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-aviva-20-und/18805,https://plazalama.com.do/p/galletas-de-soda-aviva-20-uds-7467340335071?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-soda-aviva-20-und/18805,Cookies,164.0,OK,Missing Weight,Missing Price/KG,,,,,,,,,7467340335071,1,,Market
Dominican Republic,DOP,Galletas,Sirena,Aviva,Galletas De Soda Aviva 20 Und,7467340335071,13,154.0,2.44,20 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-aviva-20-und/18805,https://sirena.do/products/index/galletas-de-soda-aviva-20-1?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-soda-aviva-20-und/18805,Cookies,154.0,OK,Missing Weight,Missing Price/KG,,,,,,,,,7467340335071,1,,Market
Dominican Republic,DOP,Galletas,Bravo,Hatuey,Galletas De Soda Hatuey 20 Und,,,149.0,2.36,20 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-20-und/18777,https://bravova.superbravo.com.do/articulos/4774?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-20-und/18777,Cookies,149.0,OK,Missing Weight,Missing Price/KG,,,,,,,,,Hatuey_Galletas De Soda Hatuey 20 Und,1,,Market
Dominican Republic,DOP,Galletas,Garrido,Hatuey,Galletas De Soda Hatuey 20 Und,,,165.0,2.61,20 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-20-und/18777,https://www.garrido.com.do/p/181188?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-20-und/18777,Cookies,165.0,OK,Missing Weight,Missing Price/KG,,,,,,,,,Hatuey_Galletas De Soda Hatuey 20 Und,1,,Market
Dominican Republic,DOP,Galletas,Jumbo,Hatuey,Galletas De Soda Hatuey 20 Und,,,152.0,2.41,20 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-20-und/18777,https://jumbo.com.do/galletas-de-soda-hatuey-20-paq-2003664?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-20-und/18777,Cookies,152.0,OK,Missing Weight,Missing Price/KG,,,,,,,,,Hatuey_Galletas De Soda Hatuey 20 Und,1,,Market
Dominican Republic,DOP,Galletas,Merca Jumbo,Hatuey,Galletas De Soda Hatuey 20 Und,,,150.0,2.38,20 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-20-und/18777,https://mercajumbo.com.do/?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-20-und/18777,Cookies,150.0,OK,Missing Weight,Missing Price/KG,,,,,,,,,Hatuey_Galletas De Soda Hatuey 20 Und,1,,Market
Dominican Republic,DOP,Galletas,Nacional,Hatuey,Galletas De Soda Hatuey 20 Und,,,152.95,2.42,20 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-20-und/18777,https://supermercadosnacional.com/galletas-de-soda-hatuey-20-paq-2003664?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-20-und/18777,Cookies,152.95,OK,Missing Weight,Missing Price/KG,,,,,,,,,Hatuey_Galletas De Soda Hatuey 20 Und,1,,Market
Dominican Republic,DOP,Galletas,Plaza Lama,Hatuey,Galletas De Soda Hatuey 20 Und,,,167.0,2.65,20 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-20-und/18777,https://plazalama.com.do/p/galletas-de-soda-hatuey-20-uds-0051228637103?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-20-und/18777,Cookies,167.0,OK,Missing Weight,Missing Price/KG,,,,,,,,,Hatuey_Galletas De Soda Hatuey 20 Und,1,,Market
Dominican Republic,DOP,Galletas,Ritmo,Hatuey,Galletas De Soda Hatuey 20 Und,,,149.0,2.36,20 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-20-und/18777,https://tiendasritmo.com/?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-20-und/18777,Cookies,149.0,OK,Missing Weight,Missing Price/KG,,,,,,,,,Hatuey_Galletas De Soda Hatuey 20 Und,1,,Market
Dominican Republic,DOP,Galletas,Sirena,Hatuey,Galletas De Soda Hatuey 20 Und,,,152.0,2.41,20 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-20-und/18777,https://sirena.do/products/index/galletas-de-soda-hatuey-regular-20-unds?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-20-und/18777,Cookies,152.0,OK,Missing Weight,Missing Price/KG,,,,,,,,,Hatuey_Galletas De Soda Hatuey 20 Und,1,,Market
Dominican Republic,DOP,Galletas,Bravo,Hatuey,Galletas De Soda Hatuey 9 Und,7467581603847,13,89.0,1.41,9 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-9-und/18687,https://bravova.superbravo.com.do/articulos/4777?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-9-und/18687,Cookies,89.0,OK,Missing Weight,Missing Price/KG,,,,,,,,,7467581603847,1,,Market
Dominican Republic,DOP,Galletas,Garrido,Hatuey,Galletas De Soda Hatuey 9 Und,7467581603847,13,85.0,1.35,9 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-9-und/18687,https://www.garrido.com.do/p/181189?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-9-und/18687,Cookies,85.0,OK,Missing Weight,Missing Price/KG,,,,,,,,,7467581603847,1,,Market
Dominican Republic,DOP,Galletas,Jumbo,Hatuey,Galletas De Soda Hatuey 9 Und,7467581603847,13,89.0,1.41,9 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-9-und/18687,https://jumbo.com.do/galletas-de-soda-hatuey-9-und-paq-2018778?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-9-und/18687,Cookies,89.0,OK,Missing Weight,Missing Price/KG,,,,,,,,,7467581603847,1,,Market
Dominican Republic,DOP,Galletas,Merca Jumbo,Hatuey,Galletas De Soda Hatuey 9 Und,7467581603847,13,88.0,1.39,9 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-9-und/18687,https://mercajumbo.com.do/?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-9-und/18687,Cookies,88.0,OK,Missing Weight,Missing Price/KG,,,,,,,,,7467581603847,1,,Market
Dominican Republic,DOP,Galletas,Nacional,Hatuey,Galletas De Soda Hatuey 9 Und,7467581603847,13,89.95,1.43,9 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-9-und/18687,https://supermercadosnacional.com/galletas-de-soda-hatuey-9-und-paq-2018778?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-9-und/18687,Cookies,89.95,OK,Missing Weight,Missing Price/KG,,,,,,,,,7467581603847,1,,Market
Dominican Republic,DOP,Galletas,Plaza Lama,Hatuey,Galletas De Soda Hatuey 9 Und,7467581603847,13,99.0,1.57,9 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-9-und/18687,https://plazalama.com.do/p/galletas-de-soda-hatuey-9-uds-7467581603847?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-9-und/18687,Cookies,99.0,OK,Missing Weight,Missing Price/KG,,,,,,,,,7467581603847,1,,Market
Dominican Republic,DOP,Galletas,Sirena,Hatuey,Galletas De Soda Hatuey 9 Und,7467581603847,13,89.0,1.41,9 UND,,,,Mass,Salada,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-9-und/18687,https://sirena.do/products/index/galletas-de-soda-hatuey-regular-118-oz-?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-de-soda-hatuey-9-und/18687,Cookies,89.0,OK,Missing Weight,Missing Price/KG,,,,,,,,,7467581603847,1,,Market
Dominican Republic,DOP,Galletas,Jumbo,Galletas,Galletas Estilo Danesa Lider,821643286573,12,114.0,1.81,280 GR,0.28,40.71,6.45,Premium,Galleta,https://supermercadosrd.com/productos/galletas-estilo-danesa-lider/18763,https://jumbo.com.do/galletas-estilo-danesa-lider-280-gr-2208435?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-estilo-danesa-lider/18763,Cookies,114.0,OK,OK,OK,,,,,,,,,821643286573,1,0.5143044783231132,Value
Dominican Republic,DOP,Galletas,Merca Jumbo,Galletas,Galletas Estilo Danesa Lider,821643286573,12,134.0,2.12,280 GR,0.28,47.86,7.58,Premium,Galleta,https://supermercadosrd.com/productos/galletas-estilo-danesa-lider/18763,https://mercajumbo.com.do/?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-estilo-danesa-lider/18763,Cookies,134.0,OK,OK,OK,,,,,,,,,821643286573,1,0.6044074334401857,Value
Dominican Republic,DOP,Galletas,Nacional,Galletas,Galletas Estilo Danesa Lider,821643286573,12,134.95,2.14,280 GR,0.28,48.2,7.64,Premium,Galleta,https://supermercadosrd.com/productos/galletas-estilo-danesa-lider/18763,https://supermercadosnacional.com/galletas-estilo-danesa-lider-280-gr-2208435?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-estilo-danesa-lider/18763,Cookies,134.95,OK,OK,OK,,,,,,,,,821643286573,1,0.6091916611455169,Value
Dominican Republic,DOP,Galletas,Bravo,Gamesa,Galletas Mini Chokis Gamesa,7501000626328,13,349.0,5.53,312 GR,0.312,111.86,17.72,Premium,Galleta,https://supermercadosrd.com/productos/galletas-mini-chokis-gamesa/18772,https://bravova.superbravo.com.do/articulos/10857?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-mini-chokis-gamesa/18772,Cookies,349.0,OK,OK,OK,,,,,,,,,7501000626328,1,1.4129419156411729,Premium
Dominican Republic,DOP,Galletas,Jumbo,Gamesa,Galletas Mini Chokis Gamesa,7501000626328,13,348.95,5.53,312 GR,0.312,111.84,17.72,Premium,Galleta,https://supermercadosrd.com/productos/galletas-mini-chokis-gamesa/18772,https://jumbo.com.do/galletas-mini-chokis-gamesa-312-gr-2131647?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-mini-chokis-gamesa/18772,Cookies,348.95,OK,OK,OK,,,,,,,,,7501000626328,1,1.4129419156411729,Premium
Dominican Republic,DOP,Galletas,Merca Jumbo,Gamesa,Galletas Mini Chokis Gamesa,7501000626328,13,348.0,5.51,312 GR,0.312,111.54,17.67,Premium,Galleta,https://supermercadosrd.com/productos/galletas-mini-chokis-gamesa/18772,https://mercajumbo.com.do/?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-mini-chokis-gamesa/18772,Cookies,348.0,OK,OK,OK,,,,,,,,,7501000626328,1,1.4089550592200637,Premium
Dominican Republic,DOP,Galletas,Nacional,Gamesa,Galletas Mini Chokis Gamesa,7501000626328,13,348.95,5.53,312 GR,0.312,111.84,17.72,Premium,Galleta,https://supermercadosrd.com/productos/galletas-mini-chokis-gamesa/18772,https://supermercadosnacional.com/galletas-mini-chokis-gamesa-312-gr-2131647?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-mini-chokis-gamesa/18772,Cookies,348.95,OK,OK,OK,,,,,,,,,7501000626328,1,1.4129419156411729,Premium
Dominican Republic,DOP,Galletas,Plaza Lama,Gamesa,Galletas Mini Chokis Gamesa,7501000626328,13,350.0,5.55,312 GR,0.312,112.18,17.78,Premium,Galleta,https://supermercadosrd.com/productos/galletas-mini-chokis-gamesa/18772,https://plazalama.com.do/p/galletas-con-chispas-de-chocolate-gamesa-mini-chokis-8-uds-7501000626328?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-mini-chokis-gamesa/18772,Cookies,350.0,OK,OK,OK,,,,,,,,,7501000626328,1,1.4177261433465043,Premium
Dominican Republic,DOP,Galletas,Sirena,Gamesa,Galletas Mini Chokis Gamesa,7501000626328,13,350.0,5.55,312 GR,0.312,112.18,17.78,Premium,Galleta,https://supermercadosrd.com/productos/galletas-mini-chokis-gamesa/18772,https://sirena.do/products/index/galleta-gamesa-pack-mini-chokis-312-gr?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-mini-chokis-gamesa/18772,Cookies,350.0,OK,OK,OK,,,,,,,,,7501000626328,1,1.4177261433465043,Premium
Dominican Republic,DOP,Galletas,Bravo,Princesa,Galletas Princesa 9 Und,7468339190176,13,59.0,0.93,9 UND,,,,Mass,Galleta,https://supermercadosrd.com/productos/galletas-princesa-9-und/18759,https://bravova.superbravo.com.do/articulos/5836?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-princesa-9-und/18759,Cookies,59.0,OK,Missing Weight,Missing Price/KG,,,,,,,,,7468339190176,1,,Market
Dominican Republic,DOP,Galletas,Jumbo,Princesa,Galletas Princesa 9 Und,7468339190176,13,66.95,1.06,9 UND,,,,Mass,Galleta,https://supermercadosrd.com/productos/galletas-princesa-9-und/18759,https://jumbo.com.do/galletas-princesa-9-und-paq-2182912?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-princesa-9-und/18759,Cookies,66.95,OK,Missing Weight,Missing Price/KG,,,,,,,,,7468339190176,1,,Market
Dominican Republic,DOP,Galletas,Nacional,Princesa,Galletas Princesa 9 Und,7468339190176,13,66.95,1.06,9 UND,,,,Mass,Galleta,https://supermercadosrd.com/productos/galletas-princesa-9-und/18759,https://supermercadosnacional.com/galletas-princesa-9-und-paq-2182912?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-princesa-9-und/18759,Cookies,66.95,OK,Missing Weight,Missing Price/KG,,,,,,,,,7468339190176,1,,Market
Dominican Republic,DOP,Galletas,Plaza Lama,Princesa,Galletas Princesa 9 Und,7468339190176,13,69.0,1.09,9 UND,,,,Mass,Galleta,https://supermercadosrd.com/productos/galletas-princesa-9-und/18759,https://plazalama.com.do/p/galletas-saladitas-princesa-tipo-club-9-uds-7468339190176?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-princesa-9-und/18759,Cookies,69.0,OK,Missing Weight,Missing Price/KG,,,,,,,,,7468339190176,1,,Market
Dominican Republic,DOP,Galletas,Sirena,Princesa,Galletas Princesa 9 Und,7468339190176,13,67.0,1.06,9 UND,,,,Mass,Galleta,https://supermercadosrd.com/productos/galletas-princesa-9-und/18759,https://sirena.do/products/index/galletas-princesa-club-9-uds?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-princesa-9-und/18759,Cookies,67.0,OK,Missing Weight,Missing Price/KG,,,,,,,,,7468339190176,1,,Market
Dominican Republic,DOP,Galletas,Bravo,Ritz,Galletas Ritz Saladas Paq,7622210673688,13,109.0,1.73,240 GR,0.24,45.42,7.2,Premium,Salada,https://supermercadosrd.com/productos/galletas-ritz-saladas-paq/18691,https://bravova.superbravo.com.do/articulos/1628?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-ritz-saladas-paq/18691,Cookies,109.0,OK,OK,OK,,,,,,,,,7622210673688,1,0.5741073246397542,Value
Dominican Republic,DOP,Galletas,Garrido,Ritz,Galletas Ritz Saladas Paq,7622210673688,13,100.0,1.58,240 GR,0.24,41.67,6.6,Premium,Salada,https://supermercadosrd.com/productos/galletas-ritz-saladas-paq/18691,https://www.garrido.com.do/p/184616?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-ritz-saladas-paq/18691,Cookies,100.0,OK,OK,OK,,,,,,,,,7622210673688,1,0.5262650475864413,Value
Dominican Republic,DOP,Galletas,Jumbo,Ritz,Galletas Ritz Saladas Paq,7622210673688,13,118.95,1.88,240 GR,0.24,49.56,7.85,Premium,Salada,https://supermercadosrd.com/productos/galletas-ritz-saladas-paq/18691,https://jumbo.com.do/galletas-ritz-saladas-paq-240-gr-2017674?utm_source=supermercadosrd,https://supermercadosrd.com/productos/galletas-ritz-saladas-paq/18691,Cookies,118.95,OK,OK,OK,,,,,,,,,7622210673688,1,0.6259364581141764,Value
