search_term,country,currency,category,source_category,retailer,brand,product_name,barcode,barcode_length,price_local,price_usd,presentation,weight_kg,price_per_100g_local,price_per_kg_usd,segment,type,product_url,retailer_url,product_name_clean,standard_category,price_local_numeric,scrape_date,price_text,price_gyd,image_url,source_url,price_per_kg_gyd,page,brand_original,barcode_harmonized,sku_text_key,weight_bucket,match_key,family_key,family_overlap,regional_overlap,commercial_overlap,competitive_index,price_positioning
bread,Guyana,GYD,Bread & Buns,Bakery,Massy Stores Guyana,Highland,Highland Shortbread Fringers,501090900452,12,,2.8846153846153846,,,,,Mass,,https://www.shopmassystoresgy.com/product/highland-shortbread-fringers/,,Highland Shortbread Fringers,Bakery,,2026-05-30 07:03:14,$ 600.00,600.0,https://www.shopmassystoresgy.com/wp-content/uploads/2024/02/Highland-Shortbread-Fringers-170x185.jpeg,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Other,0501090900452,highland_highland shortbread fringers,unknown,0501090900452,highland_highland_shortbread_fringers,1,1,1,,Market
bread,Guyana,GYD,Bread & Buns,Bakery,Massy Stores Guyana,Walkers,WALKERS PIPER & DANCER TIN SHORTBREAD ASSORTED 150G,,,,14.615384615384617,,0.15,,97.43589743589745,Mass,,https://www.shopmassystoresgy.com/product/walkers-piper-dancer-tin-shortbread-assorted-150g/,,Walkers Piper & Dancer Tin Shortbread Assorted,Bakery,,2026-05-30 07:03:14,"$ 3,040.00",3040.0,https://www.shopmassystoresgy.com/wp-content/uploads/2024/02/WALKERS-PIPER-DANCER-TIN-SHORTBREAD-ASSORTED-150G-170x185.jpeg,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,20266.666666666668,,Other,,walkers_walkers piper dancer tin shortbread assorted 150g,0.15,walkers_walkers piper dancer tin shortbread assorted 150g_0.15,walkers_walkers_piper_dancer,1,1,1,15.596185203324243,Premium
bread,Guyana,GYD,Bread & Buns,Bakery,Massy Stores Guyana,Walkers,Walkers Chocolate Chip Shortbread,,,,8.076923076923077,,,,,Mass,,https://www.shopmassystoresgy.com/product/walkers-chocolate-chip-shortbread/,,Walkers Chocolate Chip Shortbread,Bakery,,2026-05-30 07:03:14,"$ 1,680.00",1680.0,https://www.shopmassystoresgy.com/wp-content/uploads/2024/02/Walkers-Chocolate-Chip-Shortbread-170x185.jpg,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Other,,walkers_walkers chocolate chip shortbread,unknown,walkers_walkers chocolate chip shortbread_unknown,walkers_walkers_chocolate_chip,1,1,1,,Market
bread,Guyana,GYD,Bread & Buns,Bakery,Massy Stores Guyana,Pepperidge,Pepperidge Farm Dublin Shortbread,,,,6.538461538461538,,,,,Mass,,https://www.shopmassystoresgy.com/product/pepperidge-farm-dublin-shortbread/,,Dublin Shortbread,Bakery,,2026-05-30 07:03:14,"$ 1,360.00",1360.0,https://www.shopmassystoresgy.com/wp-content/uploads/2024/02/PEPPERIDGE-FARM-DUBLIN-SHORTBREAD-5.5-OZ-170x185.webp,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Pepperidge Farm,,pepperidge_pepperidge farm dublin shortbread,unknown,pepperidge_pepperidge farm dublin shortbread_unknown,pepperidge_dublin_shortbread,1,1,1,,Market
bread,Guyana,GYD,Bakery,Bakery,Massy Stores Guyana,Instorebakery,Bakery Assorted Tart,,,,1.0576923076923077,,,,,Mass,,https://www.shopmassystoresgy.com/product/bakery-assorted-tart/,,Bakery Assorted Tart,Bakery,,2026-05-30 07:03:14,$ 220.00,220.0,,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Other,,instorebakery_bakery assorted tart,unknown,instorebakery_bakery assorted tart_unknown,instorebakery_bakery_assorted_tart,1,1,1,,Market
bread,Guyana,GYD,Bakery,Bakery,Massy Stores Guyana,Instorebakery,Strudel Apple Strudel,,,,1.1538461538461535,,,,,Mass,,https://www.shopmassystoresgy.com/product/strudel-apple-strudel/,,Strudel Apple Strudel,Bakery,,2026-05-30 07:03:14,$ 240.00,240.0,,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Other,,instorebakery_strudel apple strudel,unknown,instorebakery_strudel apple strudel_unknown,instorebakery_strudel_apple_strudel,1,1,1,,Market
bread,Guyana,GYD,Bakery,Bakery,Massy Stores Guyana,Instorebakery,Salara Red Cake,,,,1.3461538461538465,,,,,Mass,,https://www.shopmassystoresgy.com/product/salara-red-cake/,,Salara Red Cake,Bakery,,2026-05-30 07:03:14,$ 280.00,280.0,https://www.shopmassystoresgy.com/wp-content/uploads/2024/02/SALARA-RED-CAKE-170x185.webp,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Other,,instorebakery_salara red cake,unknown,instorebakery_salara red cake_unknown,instorebakery_salara_cake,1,1,1,,Market
bread,Guyana,GYD,Bread & Buns,Bakery,Massy Stores Guyana,Mr Bakewell,Bakewell Sandwich Loaf,,,,2.1634615384615383,,,,,Mass,,https://www.shopmassystoresgy.com/product/bakewell-sandwich-loaf-2/,,Bakewell Sandwich Loaf,Bakery,,2026-05-30 07:03:14,$ 450.00,450.0,https://www.shopmassystoresgy.com/wp-content/uploads/2024/01/0067784510002-170x185.jpg,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Other,,mr bakewell_bakewell sandwich loaf,unknown,mr bakewell_bakewell sandwich loaf_unknown,mr bakewell_bakewell_sandwich_loaf,1,1,1,,Market
bread,Guyana,GYD,Bakery,Bakery,Massy Stores Guyana,Instorebakery,Kids Mania Sweet Beads,,,,2.8846153846153846,,,,,Mass,,https://www.shopmassystoresgy.com/product/kids-mania-sweet-beads/,,Kids Mania Sweet Beads,Bakery,,2026-05-30 07:03:14,$ 600.00,600.0,https://www.shopmassystoresgy.com/wp-content/uploads/2024/02/Kids-Mania-Sweet-Beads-170x185.jpg,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Other,,instorebakery_kids mania sweet beads,unknown,instorebakery_kids mania sweet beads_unknown,instorebakery_kids_mania_sweet,1,1,1,,Market
bread,Guyana,GYD,Bakery,Bakery,Massy Stores Guyana,Instorebakery,Bakery Sponge Log Cake,,,,4.326923076923077,,,,,Mass,,https://www.shopmassystoresgy.com/product/bakery-sponge-log-cake/,,Bakery Sponge Log Cake,Bakery,,2026-05-30 07:03:14,$ 900.00,900.0,,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Other,,instorebakery_bakery sponge log cake,unknown,instorebakery_bakery sponge log cake_unknown,instorebakery_bakery_sponge_cake,1,1,1,,Market
bread,Guyana,GYD,Bakery,Bakery,Massy Stores Guyana,Instorebakery,Bakery Apple Strudel 2Ct,,,,2.2115384615384617,,,,,Mass,,https://www.shopmassystoresgy.com/product/bakery-apple-strudel-2ct/,,Bakery Apple Strudel,Bakery,,2026-05-30 07:03:14,$ 460.00,460.0,,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Other,,instorebakery_bakery apple strudel 2ct,unknown,instorebakery_bakery apple strudel 2ct_unknown,instorebakery_bakery_apple_strudel,1,1,1,,Market
bread,Guyana,GYD,Bakery,Bakery,Massy Stores Guyana,Instorebakery,Bakery Stuff Eggs,,,,1.8269230769230769,,,,,Mass,,https://www.shopmassystoresgy.com/product/bakery-stuff-eggs/,,Bakery Stuff Eggs,Bakery,,2026-05-30 07:03:14,$ 380.00,380.0,,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Other,,instorebakery_bakery stuff eggs,unknown,instorebakery_bakery stuff eggs_unknown,instorebakery_bakery_stuff_eggs,1,1,1,,Market
bread,Guyana,GYD,Bakery,Bakery,Massy Stores Guyana,Instorebakery,Bakery Fruit Cake,,,,16.826923076923077,,,,,Mass,,https://www.shopmassystoresgy.com/product/bakery-fruit-cake/,,Bakery Fruit Cake,Bakery,,2026-05-30 07:03:14,"$ 3,500.00",3500.0,,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Other,,instorebakery_bakery fruit cake,unknown,instorebakery_bakery fruit cake_unknown,instorebakery_bakery_fruit_cake,1,1,1,,Market
bread,Guyana,GYD,Bakery,Bakery,Massy Stores Guyana,Instorebakery,Bakery Blueberry Crumb Cake,,,,2.644230769230769,,,,,Mass,,https://www.shopmassystoresgy.com/product/bakery-blueberry-crumb-cake/,,Bakery Blueberry Crumb Cake,Bakery,,2026-05-30 07:03:14,$ 550.00,550.0,,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Other,,instorebakery_bakery blueberry crumb cake,unknown,instorebakery_bakery blueberry crumb cake_unknown,instorebakery_bakery_blueberry_crumb,1,1,1,,Market
bread,Guyana,GYD,Bakery,Bakery,Massy Stores Guyana,Instorebakery,Apple Bites,,,,0.7211538461538461,,,,,Mass,,https://www.shopmassystoresgy.com/product/apple-bites/,,Apple Bites,Bakery,,2026-05-30 07:03:14,$ 150.00,150.0,,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Other,,instorebakery_apple bites,unknown,instorebakery_apple bites_unknown,instorebakery_apple_bites,1,1,1,,Market
bread,Guyana,GYD,Bakery,Bakery,Massy Stores Guyana,Instorebakery,Two Bite Oreo Cupcake 9.6 Oz,,,,10.576923076923077,,0.2721552,,38.86357150964993,Mass,,https://www.shopmassystoresgy.com/product/two-bite-oreo-cupcake-9-6-oz/,,Two Bite Cupcake,Bakery,,2026-05-30 07:03:14,"$ 2,200.00",2200.0,https://www.shopmassystoresgy.com/wp-content/uploads/2024/02/TWO-BITE-OREO-CUPCAKE-9.6-OZ-12-CT-170x185.webp,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,8083.622874007185,,Oreo,,instorebakery_two bite oreo cupcake 9 6,0.27,instorebakery_two bite oreo cupcake 9 6_0.27,instorebakery_bite_cupcake,1,1,1,6.220740762673236,Premium
bread,Guyana,GYD,Bakery,Bakery,Massy Stores Guyana,Mr Bakewell,Bakewell Whole Wheat,,,,2.1634615384615383,,,,,Mass,,https://www.shopmassystoresgy.com/product/bakewell-whole-wheat-2/,,Bakewell Whole Wheat,Bakery,,2026-05-30 07:03:14,$ 450.00,450.0,https://www.shopmassystoresgy.com/wp-content/uploads/2024/01/0067784510005-170x185.jpg,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Other,,mr bakewell_bakewell whole wheat,unknown,mr bakewell_bakewell whole wheat_unknown,mr bakewell_bakewell_whole_wheat,1,1,1,,Market
bread,Guyana,GYD,Bakery,Bakery,Massy Stores Guyana,Instorebakery,Bakery Chicken Puffs,,,,1.9230769230769231,,,,,Mass,,https://www.shopmassystoresgy.com/product/bakery-chicken-puffs/,,Bakery Chicken Puffs,Bakery,,2026-05-30 07:03:14,$ 400.00,400.0,,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Other,,instorebakery_bakery chicken puffs,unknown,instorebakery_bakery chicken puffs_unknown,instorebakery_bakery_chicken_puffs,1,1,1,,Market
bread,Guyana,GYD,Bakery,Bakery,Massy Stores Guyana,Instorebakery,Reeses Filled Muffins,,,,14.903846153846152,,,,,Mass,,https://www.shopmassystoresgy.com/product/reeses-filled-muffins/,,Reeses Filled Muffins,Bakery,,2026-05-30 07:03:14,"$ 3,100.00",3100.0,https://www.shopmassystoresgy.com/wp-content/uploads/2024/02/Reeses-Filled-Muffins-170x185.jpeg,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Other,,instorebakery_reeses filled muffins,unknown,instorebakery_reeses filled muffins_unknown,instorebakery_reeses_filled_muffins,1,1,1,,Market
bread,Guyana,GYD,Bread & Buns,Bakery,Massy Stores Guyana,Instorebakery,Fruit Cake Large Loaf,,,,7.211538461538462,,,,,Mass,,https://www.shopmassystoresgy.com/product/fruit-cake-large-loaf/,,Fruit Cake Large Loaf,Bakery,,2026-05-30 07:03:14,"$ 1,500.00",1500.0,,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Other,,instorebakery_fruit cake large loaf,unknown,instorebakery_fruit cake large loaf_unknown,instorebakery_fruit_cake_large,1,1,1,,Market
bread,Guyana,GYD,Snacks,Bakery,Massy Stores Guyana,Instorebakery,Bakery Snack Box Combo,,,,2.4038461538461537,,,,,Mass,,https://www.shopmassystoresgy.com/product/bakery-snack-box-combo/,,Bakery Snack Box Combo,Snacks,,2026-05-30 07:03:14,$ 500.00,500.0,,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Other,,instorebakery_bakery snack box combo,unknown,instorebakery_bakery snack box combo_unknown,instorebakery_bakery_snack_combo,1,1,1,,Market
bread,Guyana,GYD,Bakery,Bakery,Massy Stores Guyana,Instorebakery,Treat Shop Vanilla Cake,,,,22.692307692307693,,,,,Mass,,https://www.shopmassystoresgy.com/product/treat-shop-vanilla-cake/,,Treat Shop Vanilla Cake,Bakery,,2026-05-30 07:03:14,"$ 4,720.00",4720.0,https://www.shopmassystoresgy.com/wp-content/uploads/2024/02/Treat-Shop-Vanilla-Cake-170x185.jpg,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Other,,instorebakery_treat shop vanilla cake,unknown,instorebakery_treat shop vanilla cake_unknown,instorebakery_treat_shop_vanilla,1,1,1,,Market
bread,Guyana,GYD,Bakery,Bakery,Massy Stores Guyana,Instorebakery,Bakery Apple Cinnamon Pecan Muffin,,,,3.076923076923077,,,,,Mass,,https://www.shopmassystoresgy.com/product/bakery-apple-cinnamon-pecan-muffin/,,Bakery Apple Cinnamon Pecan Muffin,Bakery,,2026-05-30 07:03:14,$ 640.00,640.0,,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Other,,instorebakery_bakery apple cinnamon pecan muffin,unknown,instorebakery_bakery apple cinnamon pecan muffin_unknown,instorebakery_bakery_apple_cinnamon,1,1,1,,Market
bread,Guyana,GYD,Cookies,Bakery,Massy Stores Guyana,Instorebakery,Kimberleys Oreo Cookies & Creme,,,,11.634615384615383,,,,,Mass,,https://www.shopmassystoresgy.com/product/kimberleys-oreo-cookies-creme/,,Kimberleys Cookies & Creme,Cookies,,2026-05-30 07:03:14,"$ 2,420.00",2420.0,https://www.shopmassystoresgy.com/wp-content/uploads/2024/02/KIMBERLEYS-OREO-COOKIES-AND-CREME-4-CT-1-170x185.jpg,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Oreo,,instorebakery_kimberleys oreo cookies creme,unknown,instorebakery_kimberleys oreo cookies creme_unknown,instorebakery_kimberleys_cookies_creme,1,1,1,,Market
bread,Guyana,GYD,Bakery,Bakery,Massy Stores Guyana,Instorebakery,Bakery Triple Berry Whole Grain Cake,,,,2.644230769230769,,,,,Premium,,https://www.shopmassystoresgy.com/product/bakery-triple-berry-whole-grain-cake/,,Bakery Triple Berry Whole Grain Cake,Bakery,,2026-05-30 07:03:14,$ 550.00,550.0,,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Other,,instorebakery_bakery triple berry whole grain cake,unknown,instorebakery_bakery triple berry whole grain cake_unknown,instorebakery_bakery_triple_berry,1,1,1,,Market
bread,Guyana,GYD,Bakery,Bakery,Massy Stores Guyana,Instorebakery,Bear Claw Blueberry Cheese,,,,3.173076923076923,,,,,Mass,,https://www.shopmassystoresgy.com/product/bear-claw-blueberry-cheese/,,Bear Claw Blueberry Cheese,Bakery,,2026-05-30 07:03:14,$ 660.00,660.0,https://www.shopmassystoresgy.com/wp-content/uploads/2024/02/BEAR-CLAW-BLUEBERRY-CHEESE-4.25-OZ-170x185.webp,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Other,,instorebakery_bear claw blueberry cheese,unknown,instorebakery_bear claw blueberry cheese_unknown,instorebakery_bear_claw_blueberry,1,1,1,,Market
bread,Guyana,GYD,Bakery,Bakery,Massy Stores Guyana,Instorebakery,Fruit Cake Slice,,,,1.9230769230769231,,,,,Mass,,https://www.shopmassystoresgy.com/product/fruit-cake-slice/,,Fruit Cake Slice,Bakery,,2026-05-30 07:03:14,$ 400.00,400.0,https://www.shopmassystoresgy.com/wp-content/uploads/2024/02/DELI-FRUIT-CAKE-1-170x185.png,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Other,,instorebakery_fruit cake slice,unknown,instorebakery_fruit cake slice_unknown,instorebakery_fruit_cake_slice,1,1,1,,Market
bread,Guyana,GYD,Tortillas & Wraps,Bakery,Massy Stores Guyana,Toufayan,Toufayan Wraps W/Wheat 10oz,,,,5.0,,0.283495,,17.63699536147022,Mass,,https://www.shopmassystoresgy.com/product/wraps-w-wheat/,,Wraps W Wheat,Tortillas & Wraps,,2026-05-30 07:03:14,"$ 1,040.00",1040.0,https://www.shopmassystoresgy.com/wp-content/uploads/2021/04/0007312400402-170x185.jpg,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,3668.4950351858056,,Toufayan,,toufayan_toufayan wraps w wheat 10oz,0.28,toufayan_toufayan wraps w wheat 10oz_0.28,toufayan_wraps_wheat,1,1,1,1.6069331419358415,Premium
bread,Guyana,GYD,Bakery,Bakery,Massy Stores Guyana,Kiss,Kiss Orange Cake Slice 72 G,,,,0.9134615384615384,,0.072,,12.686965811965813,Mass,,https://www.shopmassystoresgy.com/product/kiss-orange-cake-slice-2/,,Orange Cake Slice,Bakery,,2026-05-30 07:03:14,$ 190.00,190.0,,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,2638.888888888889,,Kiss,,kiss_kiss orange cake slice 72,0.07,kiss_kiss orange cake slice 72_0.07,kiss_orange_cake_slice,1,1,1,2.030753281682844,Premium
bread,Guyana,GYD,Bread & Buns,Bakery,Massy Stores Guyana,Cloverhill,Cloverhill Honey Bun Glazed,,,,3.173076923076923,,,,,Mass,,https://www.shopmassystoresgy.com/product/cloverhill-honey-bun-glazed/,,Cloverhill Honey Bun Glazed,Bakery,,2026-05-30 07:03:14,$ 660.00,660.0,https://www.shopmassystoresgy.com/wp-content/uploads/2024/02/CLOVERHILL-HONEY-BUN-GLAZED-4-OZ-170x185.jpg,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Other,,cloverhill_cloverhill honey bun glazed,unknown,cloverhill_cloverhill honey bun glazed_unknown,cloverhill_cloverhill_honey_glazed,1,1,1,,Market
bread,Guyana,GYD,Bread & Buns,Bakery,Massy Stores Guyana,Golden,Golden Harvest Milk Loaf 1ct,,,,2.1634615384615383,,,,,Mass,,https://www.shopmassystoresgy.com/product/golden-harvest-milk-loaf-2/,,Golden Harvest Milk Loaf,Bakery,,2026-05-30 07:03:14,$ 450.00,450.0,https://www.shopmassystoresgy.com/wp-content/uploads/2024/01/0028556600000-170x185.jpg,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Other,,golden_golden harvest milk loaf 1ct,unknown,golden_golden harvest milk loaf 1ct_unknown,golden_golden_harvest_milk,1,1,1,,Market
bread,Guyana,GYD,Bread & Buns,Bakery,Massy Stores Guyana,Mr Bakewell,Bakewell Sesame Burger Rolls,,,,2.8846153846153846,,,,,Mass,,https://www.shopmassystoresgy.com/product/bakewell-sesame-burger-rolls-2/,,Bakewell Sesame Burger Rolls,Bakery,,2026-05-30 07:03:14,$ 600.00,600.0,https://www.shopmassystoresgy.com/wp-content/uploads/2024/01/0067784510008-170x185.jpg,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Other,,mr bakewell_bakewell sesame burger rolls,unknown,mr bakewell_bakewell sesame burger rolls_unknown,mr bakewell_bakewell_sesame_burger,1,1,1,,Market
bread,Guyana,GYD,Bread & Buns,Bakery,Massy Stores Guyana,Instorebakery,Bakery Crossbuns With Cheese,,,,1.4423076923076923,,,,,Mass,,https://www.shopmassystoresgy.com/product/bakery-crossbuns-with-cheese/,,Bakery Crossbuns With Cheese,Bakery,,2026-05-30 07:03:14,$ 300.00,300.0,,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Other,,instorebakery_bakery crossbuns with cheese,unknown,instorebakery_bakery crossbuns with cheese_unknown,instorebakery_bakery_crossbuns_with,1,1,1,,Market
bread,Guyana,GYD,Bakery,Bakery,Massy Stores Guyana,Give & Go,Give&Go Two Bite Brownies,,,,6.105769230769231,,,,,Mass,,https://www.shopmassystoresgy.com/product/two-bite-brownies/,,Give&Go Two Bite Brownies,Bakery,,2026-05-30 07:03:14,"$ 1,270.00",1270.0,https://www.shopmassystoresgy.com/wp-content/uploads/2024/01/TWO-BITES-BROWNIES-2.46-OZ-170x185.jpg,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Other,,give go_give go two bite brownies,unknown,give go_give go two bite brownies_unknown,give go_give_bite_brownies,1,1,1,,Market
bread,Guyana,GYD,Bakery,Bakery,Massy Stores Guyana,Chester,Chester Cake Slice,,,,1.1538461538461535,,,,,Mass,,https://www.shopmassystoresgy.com/product/chester-cake-slice/,,Chester Cake Slice,Bakery,,2026-05-30 07:03:14,$ 240.00,240.0,,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Other,,chester_chester cake slice,unknown,chester_chester cake slice_unknown,chester_chester_cake_slice,1,1,1,,Market
bread,Guyana,GYD,Bread & Buns,Bakery,Massy Stores Guyana,Golden,GOLDEN HARVEST MULTIGRAIN LOAF,,,,2.5961538461538463,,,,,Premium,,https://www.shopmassystoresgy.com/product/golden-harvest-multigrain-loaf-2/,,Golden Harvest Multigrain Loaf,Bakery,,2026-05-30 07:03:14,$ 540.00,540.0,,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Other,,golden_golden harvest multigrain loaf,unknown,golden_golden harvest multigrain loaf_unknown,golden_golden_harvest_multigrain,1,1,1,,Market
bread,Guyana,GYD,Bakery,Bakery,Massy Stores Guyana,Kimberley's Bakeshoppe,Kimberlys Vanilla & Chocolate Cupcakes,,,,16.201923076923077,,,,,Mass,,https://www.shopmassystoresgy.com/product/kimberlys-vanilla-chocolate-cupcakes/,,Kimberlys Vanilla & Chocolate Cupcakes,Bakery,,2026-05-30 07:03:14,"$ 3,370.00",3370.0,https://www.shopmassystoresgy.com/wp-content/uploads/2024/02/KIMBERLYS-VANILLA-CHOCOLATE-CUPCAKES-1-170x185.avif,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Other,,kimberley s bakeshoppe_kimberlys vanilla chocolate cupcakes,unknown,kimberley s bakeshoppe_kimberlys vanilla chocolate cupcakes_unknown,kimberley s bakeshoppe_kimberlys_vanilla_chocolate,1,1,1,,Market
bread,Guyana,GYD,Tortillas & Wraps,Bakery,Massy Stores Guyana,Toufayan,Toufayan Keto Wraps,,,,7.788461538461538,,,,,Mass,,https://www.shopmassystoresgy.com/product/toufayan-keto-wraps/,,Keto Wraps,Tortillas & Wraps,,2026-05-30 07:03:14,"$ 1,620.00",1620.0,https://www.shopmassystoresgy.com/wp-content/uploads/2024/02/TOUFAYAN-KETO-WRAPS-252-G-170x185.jpg,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Toufayan,,toufayan_toufayan keto wraps,unknown,toufayan_toufayan keto wraps_unknown,toufayan_keto_wraps,1,1,1,,Market
bread,Guyana,GYD,Bakery,Bakery,Massy Stores Guyana,Instorebakery,Birthday Cake Single Lyr 8″,,,,13.461538461538462,,,,,Mass,,https://www.shopmassystoresgy.com/product/birthday-cake-single-lyr-8/,,Birthday Cake Single Lyr 8″,Bakery,,2026-05-30 07:03:14,"$ 2,800.00",2800.0,,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Other,,instorebakery_birthday cake single lyr 8,unknown,instorebakery_birthday cake single lyr 8_unknown,instorebakery_birthday_cake_single,1,1,1,,Market
bread,Guyana,GYD,Bakery,Bakery,Massy Stores Guyana,Kiss,Kiss Fruit Slice 76 G,,,,1.0096153846153846,,0.076,,13.284412955465587,Mass,,https://www.shopmassystoresgy.com/product/kiss-fruit-slice-2/,,Fruit Slice,Bakery,,2026-05-30 07:03:14,$ 210.00,210.0,,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,2763.157894736842,,Kiss,,kiss_kiss fruit slice 76,0.08,kiss_kiss fruit slice 76_0.08,kiss_fruit_slice,1,1,1,2.126384322648518,Premium
bread,Guyana,GYD,Bakery,Bakery,Massy Stores Guyana,Kiss,KISS GOODIE CHOCOLATE,,,,0.5048076923076923,,,,,Mass,,https://www.shopmassystoresgy.com/product/kiss-goodie-chocolate-2/,,Goodie Chocolate,Bakery,,2026-05-30 07:03:14,$ 105.00,105.0,https://www.shopmassystoresgy.com/wp-content/uploads/2024/01/0009848301169-170x185.jpg,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Kiss,,kiss_kiss goodie chocolate,unknown,kiss_kiss goodie chocolate_unknown,kiss_goodie_chocolate,1,1,1,,Market
bread,Guyana,GYD,Bread & Buns,Bakery,Massy Stores Guyana,Toufayan,Toufayan Bagels Wholewheat  6’s 567g,,,,5.0,,0.567,,8.818342151675486,Mass,,https://www.shopmassystoresgy.com/product/bagels-wholewheat-6s/,,Bagels Wholewheat 6’S,Bakery,,2026-05-30 07:03:14,"$ 1,040.00",1040.0,https://www.shopmassystoresgy.com/wp-content/uploads/2021/01/0007312401807-170x185.jpg,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,1834.215167548501,,Toufayan,,toufayan_toufayan bagels wholewheat 6 s 567g,0.57,toufayan_toufayan bagels wholewheat 6 s 567g_0.57,toufayan_bagels_wholewheat,1,1,1,1.4115177363075408,Premium
bread,Guyana,GYD,Bread & Buns,Bakery,Massy Stores Guyana,Toufayan,Toufayan Bagels Cinnamon Raisin 567g,,,,4.8076923076923075,,0.567,,8.479175145841813,Mass,,https://www.shopmassystoresgy.com/product/bagels-cinnamon-raisin/,,Bagels Cinnamon Raisin,Bakery,,2026-05-30 07:03:14,"$ 1,000.00",1000.0,https://www.shopmassystoresgy.com/wp-content/uploads/2021/01/0007312401801-170x185.jpg,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,1763.6684303350971,,Toufayan,,toufayan_toufayan bagels cinnamon raisin 567g,0.57,toufayan_toufayan bagels cinnamon raisin 567g_0.57,toufayan_bagels_cinnamon_raisin,1,1,1,1.3572285926034047,Premium
bread,Guyana,GYD,Bread & Buns,Bakery,Massy Stores Guyana,Golden,Golden Harvest Whole Raisin Loaf 1ct,,,,2.5961538461538463,,,,,Mass,,https://www.shopmassystoresgy.com/product/golden-harvest-whole-raisin-loaf-2/,,Golden Harvest Whole Raisin Loaf,Bakery,,2026-05-30 07:03:14,$ 540.00,540.0,https://www.shopmassystoresgy.com/wp-content/uploads/2024/01/0078761506519-170x185.jpg,https://www.shopmassystoresgy.com/?s=bread&post_type=product&dgwt_wcas=1,,,Other,,golden_golden harvest whole raisin loaf 1ct,unknown,golden_golden harvest whole raisin loaf 1ct_unknown,golden_golden_harvest_whole,1,1,1,,Market
