search_term,country,currency,category,source_category,retailer,brand,product_name,barcode,barcode_length,price_local,price_usd,presentation,weight_kg,price_per_100g_local,price_per_kg_usd,segment,type,product_url,retailer_url,product_name_clean,standard_category,price_local_numeric,scrape_date,price_text,price_gyd,image_url,source_url,price_per_kg_gyd,page,brand_original,barcode_harmonized,sku_text_key,weight_bucket,match_key,family_key,family_overlap,regional_overlap,commercial_overlap,competitive_index,price_positioning
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Garrido,Lumijor,Pan Sandwich Blanco Familiar Lumijor,7467502800294,13,155.0,2.46,30 OZ,0.8504849999999999,18.22,2.89,Mass,Panadería,https://supermercadosrd.com/productos/pan-sandwich-blanco-familiar-lumijor/7661,https://www.garrido.com.do/p/186074?utm_source=supermercadosrd,Pan Sandwich Blanco Familiar Lumijor,Bakery,155.0,,,,,,,,Other,7467502800294,lumijor_pan sandwich blanco familiar lumijor,0.85,7467502800294,lumijor_sandwich_blanco_familiar,1,1,1,0.4625910616491251,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Jumbo,Lumijor,Pan Sandwich Blanco Familiar Lumijor,7467502800294,13,139.95,2.22,30 OZ,0.8504849999999999,16.46,2.61,Mass,Panadería,https://supermercadosrd.com/productos/pan-sandwich-blanco-familiar-lumijor/7661,https://jumbo.com.do/pan-sandwich-blanco-familiar-lumijor-2005476?utm_source=supermercadosrd,Pan Sandwich Blanco Familiar Lumijor,Bakery,139.95,,,,,,,,Other,7467502800294,lumijor_pan sandwich blanco familiar lumijor,0.85,7467502800294,lumijor_sandwich_blanco_familiar,1,1,1,0.417772550485888,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Merca Jumbo,Lumijor,Pan Sandwich Blanco Familiar Lumijor,7467502800294,13,139.0,2.2,30 OZ,0.8504849999999999,16.34,2.59,Mass,Panadería,https://supermercadosrd.com/productos/pan-sandwich-blanco-familiar-lumijor/7661,https://mercajumbo.com.do/?utm_source=supermercadosrd,Pan Sandwich Blanco Familiar Lumijor,Bakery,139.0,,,,,,,,Other,7467502800294,lumijor_pan sandwich blanco familiar lumijor,0.85,7467502800294,lumijor_sandwich_blanco_familiar,1,1,1,0.4145712282599425,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Nacional,Lumijor,Pan Sandwich Blanco Familiar Lumijor,7467502800294,13,139.95,2.22,30 OZ,0.8504849999999999,16.46,2.61,Mass,Panadería,https://supermercadosrd.com/productos/pan-sandwich-blanco-familiar-lumijor/7661,https://supermercadosnacional.com/pan-sandwich-blanco-familiar-lumijor-2005476?utm_source=supermercadosrd,Pan Sandwich Blanco Familiar Lumijor,Bakery,139.95,,,,,,,,Other,7467502800294,lumijor_pan sandwich blanco familiar lumijor,0.85,7467502800294,lumijor_sandwich_blanco_familiar,1,1,1,0.417772550485888,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Plaza Lama,Lumijor,Pan Sandwich Blanco Familiar Lumijor,7467502800294,13,174.0,2.76,30 OZ,0.8504849999999999,20.46,3.24,Mass,Panadería,https://supermercadosrd.com/productos/pan-sandwich-blanco-familiar-lumijor/7661,https://plazalama.com.do/p/pan-viga-lumijor-825-g-7467502800294?utm_source=supermercadosrd,Pan Sandwich Blanco Familiar Lumijor,Bakery,174.0,,,,,,,,Other,7467502800294,lumijor_pan sandwich blanco familiar lumijor,0.85,7467502800294,lumijor_sandwich_blanco_familiar,1,1,1,0.5186142006031714,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Ritmo,Lumijor,Pan Sandwich Blanco Familiar Lumijor,7467502800294,13,129.0,2.04,30 OZ,0.8504849999999999,15.17,2.4,Mass,Panadería,https://supermercadosrd.com/productos/pan-sandwich-blanco-familiar-lumijor/7661,https://tiendasritmo.com/?utm_source=supermercadosrd,Pan Sandwich Blanco Familiar Lumijor,Bakery,129.0,,,,,,,,Other,7467502800294,lumijor_pan sandwich blanco familiar lumijor,0.85,7467502800294,lumijor_sandwich_blanco_familiar,1,1,1,0.38415866711346025,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Sirena,Lumijor,Pan Sandwich Blanco Familiar Lumijor,7467502800294,13,140.0,2.22,30 OZ,0.8504849999999999,16.46,2.61,Mass,Panadería,https://supermercadosrd.com/productos/pan-sandwich-blanco-familiar-lumijor/7661,https://sirena.do/products/index/pan-lumijor-mediano?utm_source=supermercadosrd,Pan Sandwich Blanco Familiar Lumijor,Bakery,140.0,,,,,,,,Other,7467502800294,lumijor_pan sandwich blanco familiar lumijor,0.85,7467502800294,lumijor_sandwich_blanco_familiar,1,1,1,0.417772550485888,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Garrido,Lumijor,Pan Viga Blanco Club Lumijor,7467502800287,13,202.0,3.2,56 OZ,1.587572,12.72,2.02,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-blanco-club-lumijor/7689,https://www.garrido.com.do/p/186066?utm_source=supermercadosrd,Pan Viga Blanco Club Lumijor,Bakery,202.0,,,,,,,,Other,7467502800287,lumijor_pan viga blanco club lumijor,1.59,7467502800287,lumijor_viga_blanco_club,1,1,1,0.32333354482049576,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Jumbo,Lumijor,Pan Viga Blanco Club Lumijor,7467502800287,13,202.95,3.22,56 OZ,1.587572,12.78,2.03,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-blanco-club-lumijor/7689,https://jumbo.com.do/pan-viga-blanco-club-lumijor-2092091?utm_source=supermercadosrd,Pan Viga Blanco Club Lumijor,Bakery,202.95,,,,,,,,Other,7467502800287,lumijor_pan viga blanco club lumijor,1.59,7467502800287,lumijor_viga_blanco_club,1,1,1,0.32493420593346845,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Merca Jumbo,Lumijor,Pan Viga Blanco Club Lumijor,7467502800287,13,202.0,3.2,56 OZ,1.587572,12.72,2.02,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-blanco-club-lumijor/7689,https://mercajumbo.com.do/?utm_source=supermercadosrd,Pan Viga Blanco Club Lumijor,Bakery,202.0,,,,,,,,Other,7467502800287,lumijor_pan viga blanco club lumijor,1.59,7467502800287,lumijor_viga_blanco_club,1,1,1,0.32333354482049576,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Nacional,Lumijor,Pan Viga Blanco Club Lumijor,7467502800287,13,202.95,3.22,56 OZ,1.587572,12.78,2.03,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-blanco-club-lumijor/7689,https://supermercadosnacional.com/pan-viga-blanco-club-lumijor-2092091?utm_source=supermercadosrd,Pan Viga Blanco Club Lumijor,Bakery,202.95,,,,,,,,Other,7467502800287,lumijor_pan viga blanco club lumijor,1.59,7467502800287,lumijor_viga_blanco_club,1,1,1,0.32493420593346845,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Plaza Lama,Lumijor,Pan Viga Blanco Club Lumijor,7467502800287,13,234.0,3.71,56 OZ,1.587572,14.74,2.34,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-blanco-club-lumijor/7689,https://plazalama.com.do/p/pan-viga-familiar-lumijor-15-kg-7467502800287?utm_source=supermercadosrd,Pan Viga Blanco Club Lumijor,Bakery,234.0,,,,,,,,Other,7467502800287,lumijor_pan viga blanco club lumijor,1.59,7467502800287,lumijor_viga_blanco_club,1,1,1,0.3745547004356237,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Sirena,Lumijor,Pan Viga Blanco Club Lumijor,7467502800287,13,205.0,3.25,56 OZ,1.587572,12.91,2.05,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-blanco-club-lumijor/7689,https://sirena.do/products/index/pan-lumijor-club-viga-gigante?utm_source=supermercadosrd,Pan Viga Blanco Club Lumijor,Bakery,205.0,,,,,,,,Other,7467502800287,lumijor_pan viga blanco club lumijor,1.59,7467502800287,lumijor_viga_blanco_club,1,1,1,0.32813552815941394,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Garrido,Lumijor,Pan Viga Club Personal Lumijor,7467502800041,13,120.0,1.9,18.5 OZ,0.52446575,22.88,3.63,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-club-personal-lumijor/7664,https://www.garrido.com.do/p/207104?utm_source=supermercadosrd,Pan Viga Club Personal Lumijor,Bakery,120.0,,,,,,,,Other,7467502800041,lumijor_pan viga club personal lumijor,0.52,7467502800041,lumijor_viga_club_personal,1,1,1,0.5810399840091086,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Jumbo,Lumijor,Pan Viga Club Personal Lumijor,7467502800041,13,108.95,1.73,18.5 OZ,0.52446575,20.77,3.29,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-club-personal-lumijor/7664,https://jumbo.com.do/pan-viga-club-personal-lumijor-2005477?utm_source=supermercadosrd,Pan Viga Club Personal Lumijor,Bakery,108.95,,,,,,,,Other,7467502800041,lumijor_pan viga club personal lumijor,0.52,7467502800041,lumijor_viga_club_personal,1,1,1,0.5266175061680352,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Merca Jumbo,Lumijor,Pan Viga Club Personal Lumijor,7467502800041,13,108.0,1.71,18.5 OZ,0.52446575,20.59,3.26,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-club-personal-lumijor/7664,https://mercajumbo.com.do/?utm_source=supermercadosrd,Pan Viga Club Personal Lumijor,Bakery,108.0,,,,,,,,Other,7467502800041,lumijor_pan viga club personal lumijor,0.52,7467502800041,lumijor_viga_club_personal,1,1,1,0.5218155228291168,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Nacional,Lumijor,Pan Viga Club Personal Lumijor,7467502800041,13,108.95,1.73,18.5 OZ,0.52446575,20.77,3.29,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-club-personal-lumijor/7664,https://supermercadosnacional.com/pan-viga-club-personal-lumijor-2005477?utm_source=supermercadosrd,Pan Viga Club Personal Lumijor,Bakery,108.95,,,,,,,,Other,7467502800041,lumijor_pan viga club personal lumijor,0.52,7467502800041,lumijor_viga_club_personal,1,1,1,0.5266175061680352,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Plaza Lama,Lumijor,Pan Viga Club Personal Lumijor,7467502800041,13,124.0,1.96,18.5 OZ,0.52446575,23.64,3.75,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-club-personal-lumijor/7664,https://plazalama.com.do/p/pan-viga-lumijor-525-g-7467502800041?utm_source=supermercadosrd,Pan Viga Club Personal Lumijor,Bakery,124.0,,,,,,,,Other,7467502800041,lumijor_pan viga club personal lumijor,0.52,7467502800041,lumijor_viga_club_personal,1,1,1,0.6002479173647817,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Sirena,Lumijor,Pan Viga Club Personal Lumijor,7467502800041,13,109.0,1.73,18.5 OZ,0.52446575,20.78,3.29,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-club-personal-lumijor/7664,https://sirena.do/products/index/pan-lumijor-sandwich-pequeo-?utm_source=supermercadosrd,Pan Viga Club Personal Lumijor,Bakery,109.0,,,,,,,,Other,7467502800041,lumijor_pan viga club personal lumijor,0.52,7467502800041,lumijor_viga_club_personal,1,1,1,0.5266175061680352,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Garrido,Molino Del Sol,Pan Viga Integral Con Germen De Trigo Molino Del Sol,821643286573,12,155.0,2.46,22 OZ,0.6236889999999999,24.85,3.94,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-integral-con-germen-de-trigo-molino-del-sol/7726,https://www.garrido.com.do/p/183546?utm_source=supermercadosrd,Pan Viga Integral Con Germen De Trigo,Bakery,155.0,,,,,,,,Molino Del Sol,0821643286573,molino del sol_pan viga integral con germen de trigo molino del sol,0.62,0821643286573,molino del sol_viga_integral_germen,1,1,1,0.6306604785112639,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Jumbo,Molino Del Sol,Pan Viga Integral Con Germen De Trigo Molino Del Sol,821643286573,12,154.95,2.46,22 OZ,0.6236889999999999,24.84,3.94,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-integral-con-germen-de-trigo-molino-del-sol/7726,https://jumbo.com.do/pan-viga-integral-con-germen-de-trigo-molino-del-sol-2117586?utm_source=supermercadosrd,Pan Viga Integral Con Germen De Trigo,Bakery,154.95,,,,,,,,Molino Del Sol,0821643286573,molino del sol_pan viga integral con germen de trigo molino del sol,0.62,0821643286573,molino del sol_viga_integral_germen,1,1,1,0.6306604785112639,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Merca Jumbo,Molino Del Sol,Pan Viga Integral Con Germen De Trigo Molino Del Sol,821643286573,12,154.0,2.44,22 OZ,0.6236889999999999,24.69,3.91,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-integral-con-germen-de-trigo-molino-del-sol/7726,https://mercajumbo.com.do/?utm_source=supermercadosrd,Pan Viga Integral Con Germen De Trigo,Bakery,154.0,,,,,,,,Molino Del Sol,0821643286573,molino del sol_pan viga integral con germen de trigo molino del sol,0.62,0821643286573,molino del sol_viga_integral_germen,1,1,1,0.6258584951723457,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Nacional,Molino Del Sol,Pan Viga Integral Con Germen De Trigo Molino Del Sol,821643286573,12,154.95,2.46,22 OZ,0.6236889999999999,24.84,3.94,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-integral-con-germen-de-trigo-molino-del-sol/7726,https://supermercadosnacional.com/pan-viga-integral-con-germen-de-trigo-molino-del-sol-2117586?utm_source=supermercadosrd,Pan Viga Integral Con Germen De Trigo,Bakery,154.95,,,,,,,,Molino Del Sol,0821643286573,molino del sol_pan viga integral con germen de trigo molino del sol,0.62,0821643286573,molino del sol_viga_integral_germen,1,1,1,0.6306604785112639,Value
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Sirena,Molino Del Sol,Pan Viga Integral Con Germen De Trigo Molino Del Sol,821643286573,12,155.0,2.46,22 OZ,0.6236889999999999,24.85,3.94,Mass,Panadería,https://supermercadosrd.com/productos/pan-viga-integral-con-germen-de-trigo-molino-del-sol/7726,https://sirena.do/products/index/pan-de-viga-molino-del-sol-integral-22-oz-?utm_source=supermercadosrd,Pan Viga Integral Con Germen De Trigo,Bakery,155.0,,,,,,,,Molino Del Sol,0821643286573,molino del sol_pan viga integral con germen de trigo molino del sol,0.62,0821643286573,molino del sol_viga_integral_germen,1,1,1,0.6306604785112639,Value
brioche,Dominican Republic,DOP,Panaderia,Panaderia,Merca Jumbo,Lumijor,Pan Viga Mini Brioche Lumijor,7467502800386,13,158.0,2.5,16 OZ,0.453592,34.83,5.52,Mass,Brioche,https://supermercadosrd.com/productos/pan-viga-mini-brioche-lumijor/7860,https://mercajumbo.com.do/?utm_source=supermercadosrd,Pan Viga Mini Brioche Lumijor,Bakery,158.0,,,,,,,,Other,7467502800386,lumijor_pan viga mini brioche lumijor,0.45,7467502800386,lumijor_viga_mini_brioche,1,1,1,0.8835649343609585,Market
brioche,Dominican Republic,DOP,Panaderia,Panaderia,Nacional,Lumijor,Pan Viga Mini Brioche Lumijor,7467502800386,13,158.95,2.52,16 OZ,0.453592,35.04,5.55,Mass,Brioche,https://supermercadosrd.com/productos/pan-viga-mini-brioche-lumijor/7860,https://supermercadosnacional.com/pan-viga-mini-brioche-lumijor-2202896?utm_source=supermercadosrd,Pan Viga Mini Brioche Lumijor,Bakery,158.95,,,,,,,,Other,7467502800386,lumijor_pan viga mini brioche lumijor,0.45,7467502800386,lumijor_viga_mini_brioche,1,1,1,0.8883669176998769,Market
brioche,Dominican Republic,DOP,Panaderia,Panaderia,Plaza Lama,Lumijor,Pan Viga Mini Brioche Lumijor,7467502800386,13,199.0,3.15,16 OZ,0.453592,43.87,6.95,Mass,Brioche,https://supermercadosrd.com/productos/pan-viga-mini-brioche-lumijor/7860,https://plazalama.com.do/p/pan-viga-luminor-brioche-rebanada-gruesa-450g-7467502800386?utm_source=supermercadosrd,Pan Viga Mini Brioche Lumijor,Bakery,199.0,,,,,,,,Other,7467502800386,lumijor_pan viga mini brioche lumijor,0.45,7467502800386,lumijor_viga_mini_brioche,1,1,1,1.112459473516062,Market
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Bravo,Natures Own,Pan Viga Multigrain Natures Own,,,325.0,5.15,22 OZ,0.6236889999999999,52.11,8.26,Premium,Panadería,https://supermercadosrd.com/productos/pan-viga-multigrain-natures-own/7757,https://bravova.superbravo.com.do/articulos/11927?utm_source=supermercadosrd,Pan Viga Multigrain,Bakery,325.0,,,,,,,,Natures Own,,natures own_pan viga multigrain natures own,0.62,natures own_pan viga multigrain natures own_0.62,natures own_viga_multigrain,1,1,1,1.3221460793154924,Premium
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Nacional,Natures Own,Pan Viga Multigrain Natures Own,,,294.95,4.67,22 OZ,0.6236889999999999,47.29,7.49,Premium,Panadería,https://supermercadosrd.com/productos/pan-viga-multigrain-natures-own/7757,https://supermercadosnacional.com/pan-viga-multigrain-nature-s-own-22-onz-2200864?utm_source=supermercadosrd,Pan Viga Multigrain,Bakery,294.95,,,,,,,,Natures Own,,natures own_pan viga multigrain natures own,0.62,natures own_pan viga multigrain natures own_0.62,natures own_viga_multigrain,1,1,1,1.1988951736165907,Market
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Plaza Lama,Natures Own,Pan Viga Multigrain Natures Own,,,295.0,4.67,22 OZ,0.6236889999999999,47.3,7.49,Premium,Panadería,https://supermercadosrd.com/productos/pan-viga-multigrain-natures-own/7757,https://plazalama.com.do/p/pan-viga-integral-nature%C2%B4s-own-multigrano-624-g-72250020756?utm_source=supermercadosrd,Pan Viga Multigrain,Bakery,295.0,,,,,,,,Natures Own,,natures own_pan viga multigrain natures own,0.62,natures own_pan viga multigrain natures own_0.62,natures own_viga_multigrain,1,1,1,1.1988951736165907,Market
pan viga,Dominican Republic,DOP,Panaderia,Panaderia,Sirena,Natures Own,Pan Viga Multigrain Natures Own,,,325.0,5.15,22 OZ,0.6236889999999999,52.11,8.26,Premium,Panadería,https://supermercadosrd.com/productos/pan-viga-multigrain-natures-own/7757,https://sirena.do/products/index/pan-multigranos-natures-own-22-oz-?utm_source=supermercadosrd,Pan Viga Multigrain,Bakery,325.0,,,,,,,,Natures Own,,natures own_pan viga multigrain natures own,0.62,natures own_pan viga multigrain natures own_0.62,natures own_viga_multigrain,1,1,1,1.3221460793154924,Premium
croissant,Dominican Republic,DOP,Panaderia,Panaderia,Sirena,Wala,Pan Wala Mini Croissant,2100002979811,13,145.0,2.3,432 GR,0.432,33.56,5.32,Mass,Panadería,https://supermercadosrd.com/productos/pan-wala-mini-croissant/8857,https://sirena.do/products/index/pan-wala-mini-croissant-432-gr?utm_source=supermercadosrd,Pan Mini Croissant,Bakery,145.0,,,,,,,,Wala,2100002979811,wala_pan wala mini croissant,0.43,2100002979811,wala_mini_croissant,1,1,1,0.8515517121015036,Market
cupcake,Dominican Republic,DOP,Pasteleria,Pasteleria,Sirena,Dulce,Algodon Dulce Fun Sweet Cupcake,,,145.0,2.3,1.5 OZ,0.04252425,340.98,54.03,Mass,Cupcake,https://supermercadosrd.com/productos/algodon-dulce-fun-sweet-cupcake/21335,https://sirena.do/products/index/algodon-dulce-fun-sweet-cupcake-15-oz?utm_source=supermercadosrd,Algodon Fun Sweet Cupcake,Pasteleria,145.0,,,,,,,,Dulce,,dulce_algodon dulce fun sweet cupcake,0.04,dulce_algodon dulce fun sweet cupcake_0.04,dulce_algodon_sweet_cupcake,1,1,1,3.772745306524051,Premium
cake,Dominican Republic,DOP,Pasteleria,Pasteleria,,Atlanta,Atlanta Cheesecake Torta De Queso Con Sabores Variados 12 Porciones,,,955.0,15.13,15.25 OZ,0.432329875,220.9,35.0,Mass,Pastelería,https://supermercadosrd.com/productos/atlanta-cheesecake-torta-de-queso-con-sabores-variados-12-porciones/8651,https://www.pricesmart.com/es-do/producto/atlanta-cheesecake-torta-de-queso-con-sabores-variados-12-porciones-400580/400580?utm_source=supermercadosrd,Cheesecake Torta De Queso Con Sabores Variados 12 Porciones,Pasteleria,955.0,,,,,,,,Atlanta,,atlanta_atlanta cheesecake torta de queso con sabores variados 12 porciones,0.43,atlanta_atlanta cheesecake torta de queso con sabores variados 12 porciones_0.43,atlanta_cheesecake_torta_queso,1,1,1,2.4439401393363274,Premium
cupcake,Dominican Republic,DOP,Pasteleria,Pasteleria,Sirena,Wala,Bandeja Redonda Wala Cupcake,396660450911,12,46.0,0.73,6 UND,,,,Mass,Cupcake,https://supermercadosrd.com/productos/bandeja-redonda-wala-cupcake/30100,https://sirena.do/products/index/bandeja-redonda-wala-cupcake-6-1?utm_source=supermercadosrd,Bandeja Redonda Cupcake,Pasteleria,46.0,,,,,,,,Wala,0396660450911,wala_bandeja redonda wala cupcake,unknown,0396660450911,wala_bandeja_redonda_cupcake,1,1,1,,Market
bizcocho,Dominican Republic,DOP,Pasteleria,Pasteleria,Merca Jumbo,Instorebakery,Bizcocho Chocolate Redondo,2100003235688,13,774.0,12.26,15.25 OZ,0.432329875,179.03,28.37,Mass,Pastelería,https://supermercadosrd.com/productos/bizcocho-chocolate-redondo/42601,https://mercajumbo.com.do/?utm_source=supermercadosrd,Bizcocho Chocolate Redondo,Pasteleria,774.0,,,,,,,,Other,2100003235688,instorebakery_bizcocho chocolate redondo,0.43,2100003235688,instorebakery_bizcocho_chocolate_redondo,1,1,1,1.9809880500849033,Premium
bizcocho,Dominican Republic,DOP,Pasteleria,Pasteleria,Jumbo,La Panera,Bizcocho De Aro Con Pasas La Panera,124052254141,12,179.95,2.85,15.25 OZ,0.432329875,41.62,6.59,Mass,Pastelería,https://supermercadosrd.com/productos/bizcocho-de-aro-con-pasas-la-panera/8034,https://jumbo.com.do/bizcocho-de-aro-con-pasas-la-panera-2126103?utm_source=supermercadosrd,Bizcocho De Aro Con Pasas,Pasteleria,179.95,,,,,,,,La Panera,0124052254141,la panera_bizcocho de aro con pasas la panera,0.43,0124052254141,la panera_bizcocho_pasas,1,1,1,0.46015901480646854,Value
bizcocho,Dominican Republic,DOP,Pasteleria,Pasteleria,Merca Jumbo,La Panera,Bizcocho De Aro Con Pasas La Panera,124052254141,12,179.0,2.84,15.25 OZ,0.432329875,41.4,6.56,Mass,Pastelería,https://supermercadosrd.com/productos/bizcocho-de-aro-con-pasas-la-panera/8034,https://mercajumbo.com.do/?utm_source=supermercadosrd,Bizcocho De Aro Con Pasas,Pasteleria,179.0,,,,,,,,La Panera,0124052254141,la panera_bizcocho de aro con pasas la panera,0.43,0124052254141,la panera_bizcocho_pasas,1,1,1,0.45806420897275163,Value
bizcocho,Dominican Republic,DOP,Pasteleria,Pasteleria,Nacional,La Panera,Bizcocho De Aro Con Pasas La Panera,124052254141,12,179.95,2.85,15.25 OZ,0.432329875,41.62,6.59,Mass,Pastelería,https://supermercadosrd.com/productos/bizcocho-de-aro-con-pasas-la-panera/8034,https://supermercadosnacional.com/bizcocho-de-aro-con-pasas-la-panera-2126103?utm_source=supermercadosrd,Bizcocho De Aro Con Pasas,Pasteleria,179.95,,,,,,,,La Panera,0124052254141,la panera_bizcocho de aro con pasas la panera,0.43,0124052254141,la panera_bizcocho_pasas,1,1,1,0.46015901480646854,Value
bizcocho,Dominican Republic,DOP,Pasteleria,Pasteleria,Jumbo,La Panera,Bizcocho De Aro Marmoleado La Panera,2050000433764,13,209.95,3.33,15.25 OZ,0.432329875,48.56,7.69,Mass,Pastelería,https://supermercadosrd.com/productos/bizcocho-de-aro-marmoleado-la-panera/8035,https://jumbo.com.do/bizcocho-de-aro-marmoleado-la-panera-2126102?utm_source=supermercadosrd,Bizcocho De Aro Marmoleado,Pasteleria,209.95,,,,,,,,La Panera,2050000433764,la panera_bizcocho de aro marmoleado la panera,0.43,2050000433764,la panera_bizcocho_marmoleado,1,1,1,0.5369685620427531,Value
bizcocho,Dominican Republic,DOP,Pasteleria,Pasteleria,Merca Jumbo,La Panera,Bizcocho De Aro Marmoleado La Panera,2050000433764,13,209.0,3.31,15.25 OZ,0.432329875,48.34,7.66,Mass,Pastelería,https://supermercadosrd.com/productos/bizcocho-de-aro-marmoleado-la-panera/8035,https://mercajumbo.com.do/?utm_source=supermercadosrd,Bizcocho De Aro Marmoleado,Pasteleria,209.0,,,,,,,,La Panera,2050000433764,la panera_bizcocho de aro marmoleado la panera,0.43,2050000433764,la panera_bizcocho_marmoleado,1,1,1,0.5348737562090363,Value
bizcocho,Dominican Republic,DOP,Pasteleria,Pasteleria,Nacional,La Panera,Bizcocho De Aro Marmoleado La Panera,2050000433764,13,209.95,3.33,15.25 OZ,0.432329875,48.56,7.69,Mass,Pastelería,https://supermercadosrd.com/productos/bizcocho-de-aro-marmoleado-la-panera/8035,https://supermercadosnacional.com/bizcocho-de-aro-marmoleado-la-panera-2126102?utm_source=supermercadosrd,Bizcocho De Aro Marmoleado,Pasteleria,209.95,,,,,,,,La Panera,2050000433764,la panera_bizcocho de aro marmoleado la panera,0.43,2050000433764,la panera_bizcocho_marmoleado,1,1,1,0.5369685620427531,Value
bizcocho,Dominican Republic,DOP,Pasteleria,Pasteleria,Merca Jumbo,Instorebakery,Bizcocho Fresa Redondo,2100003235688,13,624.0,9.89,15.25 OZ,0.432329875,144.33,22.87,Mass,Pastelería,https://supermercadosrd.com/productos/bizcocho-fresa-redondo/42600,https://mercajumbo.com.do/?utm_source=supermercadosrd,Bizcocho Fresa Redondo,Pasteleria,624.0,,,,,,,,Other,2100003235688,instorebakery_bizcocho fresa redondo,0.43,2100003235688,instorebakery_bizcocho_fresa_redondo,1,1,1,1.5969403139034803,Premium
cake,Dominican Republic,DOP,Pasteleria,Pasteleria,Merca Jumbo,Dulce,Cheesecake Dulce De Leche Mediano,,,394.0,6.24,15.25 OZ,0.432329875,91.13,14.44,Mass,Pastelería,https://supermercadosrd.com/productos/cheesecake-dulce-de-leche-mediano/42603,https://mercajumbo.com.do/?utm_source=supermercadosrd,Cheesecake De Leche Mediano,Pasteleria,394.0,,,,,,,,Dulce,,dulce_cheesecake dulce de leche mediano,0.43,dulce_cheesecake dulce de leche mediano_0.43,dulce_cheesecake_leche_mediano,1,1,1,1.0082998746290448,Market
brownie,Dominican Republic,DOP,Pasteleria,Pasteleria,Merca Jumbo,Oreo,Chocolate Milka Oreo Brownie,,,179.0,2.84,100 GR,0.1,179.0,28.36,Mass,Brownie,https://supermercadosrd.com/productos/chocolate-milka-oreo-brownie/21027,https://mercajumbo.com.do/?utm_source=supermercadosrd,Chocolate Milka Brownie,Pasteleria,179.0,,,,,,,,Oreo,,oreo_chocolate milka oreo brownie,0.1,oreo_chocolate milka oreo brownie_0.1,oreo_chocolate_milka_brownie,1,1,1,1.9802897814736642,Premium
brownie,Dominican Republic,DOP,Pasteleria,Pasteleria,Sirena,Oreo,Chocolate Milka Oreo Brownie,,,180.0,2.85,100 GR,0.1,180.0,28.52,Mass,Brownie,https://supermercadosrd.com/productos/chocolate-milka-oreo-brownie/21027,https://sirena.do/products/index/chocolate-milka-oreo-brownie-100-gr?utm_source=supermercadosrd,Chocolate Milka Brownie,Pasteleria,180.0,,,,,,,,Oreo,,oreo_chocolate milka oreo brownie,0.1,oreo_chocolate milka oreo brownie_0.1,oreo_chocolate_milka_brownie,1,1,1,1.9914620792534874,Premium
